,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy,,
42,28/09/2014,28/07/2024,3591 days,70.03891050583657,7739.060794639584,14332.397561073303,-22.60939205,81.59140309979838,-16.64039083,64.27024458285224,0,0,0,-62.54652424,-11.08715687,2702 days,343 days,41,31.70731707317073,59.65899299172794,-17.89690512,-0.629525841,259 days,55 days,1.071252765516794,0.34836096619853024,-0.274062112,SSLStrategy,,
87,3/01/1982,28/07/2024,15547 days,70.34203420342034,7799.620216066809,52301.372469444264,-22.00379784,1933.3497319379665,-3.999986896,88.02745373559779,0,0,0,-88.76468136,-17.76737752,8729 days,728 days,171,37.42690058479532,199.27761937643317,-35.53921288,-0.147498931,238 days,57 days,1.3186939658687933,1.4169876009596627,-0.062008341,SSLStrategy,,
169,20/12/2020,28/07/2024,1316 days,65.07936507936508,7897.029510440828,13868.276048259737,-21.0297049,79.00092164987944,-36.61590716,73.74736586418442,0,0,0,-54.05270324,-16.24488775,1001 days,233 days,16,43.75,37.46084051181473,-21.2341313,-1.466110989,182 days,47 days,0.8555658830811396,-0.698207342,-0.469619857,SSLStrategy,,
80,10/07/2016,28/07/2024,2940 days,71.97149643705463,8107.7059815216035,14785.003941726682,-18.92294018,67.58565603625493,-16.62879608,45.94416849663973,0,0,0,-52.29066966,-6.003489163,1925 days,154 days,30,30,39.96817926602241,-13.46648201,-0.70277611,413 days,64 days,0.9529505466476594,-0.177403396,-0.311580964,SSLStrategy,,
130,7/05/2023,28/07/2024,448 days,32.30769230769231,8121.995006,10490.701117515564,-18.78004994,-31.43396198,-68.90279067,11.296402727283713,0,0,0,-22.57910206,-8.097379882,210 days,80 days,3,0,-3.495739146,-10.05185452,-6.702373794,77 days,42 days,0,-6.663761548,-3.731912481,SSLStrategy,,
168,22/03/2020,28/07/2024,1589 days,65.35087719298247,8620.938575668335,12719.84099723816,-13.79061424,103.17777845594618,-21.1447251,32.026615806717714,0,0,0,-33.34257985,-9.835208236,1064 days,264 days,16,37.5,23.79171375484461,-10.88058946,-0.927033066,196 days,59 days,0.8266506736565349,-0.595126372,-0.413506915,SSLStrategy,,
201,20/09/2020,28/07/2024,1407 days,57.42574257425742,8629.625600585938,15736.718358154296,-13.70374399,-47.65833219,-23.38004417,98.53761174712092,0,0,0,-45.16248303,-21.36766616,406 days,179 days,14,35.714285714285715,46.11218310044689,-18.21121025,-1.06234953,210 days,51 days,1.015922329004778,0.095592394,-0.241556066,SSLStrategy,,
232,9/10/2016,28/07/2024,2849 days,74.26470588235294,8940.427981071469,11662.83481624603,-10.59572019,356.47800988918306,-9.534130476,78.84253278778453,0,0,0,-74.88554353,-25.99835103,2660 days,692 days,31,22.58064516129032,265.8594612422392,-17.43662042,-0.350719872,413 days,62 days,1.7698322599302305,4.442601888123796,-0.123754659,SSLStrategy,,
134,6/01/1980,28/07/2024,16275 days,70.24935512,9020.508617735119,70782.46898952508,-9.794913823,12816.40995266234,-1.60460488,77.11528358209968,0,0,0,-87.25601304,-18.41184823,8603 days,798 days,192,32.29166666666667,130.82712334115638,-28.07032393,-0.054472206,392 days,53 days,1.293882209649517,1.4315241539638401,-0.015573042,SSLStrategy,,
19,26/08/2007,28/07/2024,6181 days,64.02714932126696,9188.941819467536,15546.673947525018,-8.110581805,-71.88796741,-3.432169355,114.91576997052759,0,0,0,-81.42341951,-18.23470783,3745 days,546 days,66,40.909090909090914,65.71230313,-54.16136772,-0.130371054,224 days,54 days,1.2802753785968015,1.6127105032347049,-0.074009094,SSLStrategy,,
184,12/07/2015,28/07/2024,3304 days,69.97885835095138,9201.410658,27662.736497650145,-7.985893415,67.39695011147737,-6.220583001,73.33147637593488,0,0,0,-66.73716406,-13.78790815,1260 days,235 days,36,33.33333333333333,80.33884331,-22.01664512,-0.236463962,322 days,58 days,1.2389920525254237,1.0704145001676622,-0.06366786,SSLStrategy,,
101,1/08/2021,28/07/2024,1092 days,54.77707006369427,9261.558265819544,11903.56398,-7.384417342,-39.08961901,-16.33462688,111.06956214702419,0,0,0,-48.33998169,-23.58874456,714 days,285 days,13,46.15384615384615,25.443306462702296,-16.15894705,-0.587726049,70 days,40 days,1.0161075071333248,0.076464294,-0.206900201,SSLStrategy,,
20,8/10/2000,28/07/2024,8694 days,68.94609814963798,9378.928521931159,24535.104805371753,-6.210714781,193.95216407086068,-1.865220603,103.60307272344124,0,0,0,-76.72864684,-26.43296785,4921 days,713 days,107,36.44859813084112,100.07737030523055,-21.797545,-0.060203241,280 days,50 days,1.2404739528413735,1.0763703969408138,-0.037761134,SSLStrategy,,
98,31/07/2022,28/07/2024,728 days,73.33333333333333,9519.291889,13494.253153972624,-4.807081106,27.59601706005279,-15.73918287,43.32284839295302,0,0,0,-29.8186434,-7.459443724,476 days,98 days,14,7.142857142857142,26.44461776153286,-6.443226925,-0.351761594,140 days,32 days,0.9460594164396274,-0.107697714,-0.163409736,SSLStrategy,,
34,24/05/1992,28/07/2024,11753 days,71.9047619,9672.981701,38845.68088638304,-3.270182993,1616.082805765086,-0.719760161,81.67523711436034,0,0,0,-94.57445264,-17.27127893,7448 days,480 days,129,31.007751937984494,144.7294707356627,-40.89251617,-0.025776323,301 days,59 days,1.2923549141834603,1.430268033359242,-0.013364182,SSLStrategy,,
152,28/02/1993,28/07/2024,11473 days,72.19512195,9862.806475868183,39257.058124999996,-1.371935241,1131.3358637971698,-0.306980977,91.95954510999184,0,0,0,-81.99669368,-12.06710996,9240 days,487 days,128,39.0625,86.34991768078926,-37.43792197,-0.010705041,266 days,58 days,1.2145873454655718,0.926849586,-0.005644535,SSLStrategy,,
83,7/04/2024,28/07/2024,112 days,0,10000,10000,0,32.762834513516346,0,0,,,,0,,,,0,,,,,,,,,,SSLStrategy,,
8,17/01/2021,28/07/2024,1288 days,48.64864864864865,10088.797059078217,26500.007628631593,0.887970591,-77.38461617,1.7595095110365833,366.5144931081401,0.004800655,0.018024293656199793,0.023238334470053086,-75.71581833,-26.27559494,714 days,220 days,16,25,89.47295586782049,-23.20912605,0.058120209,105 days,33 days,1.4716482903338488,4.239690581,0.007484072,SSLStrategy,,
44,20/11/2016,28/07/2024,2807 days,49.25373134328358,10676.415722923266,92551.06163538933,6.764157229,-52.52149292,6.1229223993472415,1490.6550956445387,0.004107538,0.049031403,0.066004177,-92.76567996,-54.02090373,1295 days,527 days,30,30,394.57771527061817,-45.2941184,0.21487252784320177,196 days,40 days,2.018528700875304,12.119964333388841,0.015687525262312874,SSLStrategy,,
234,23/03/2008,28/07/2024,5971 days,80.79625292740047,11515.52171001434,19184.56328838348,15.1552171,1479.9223260038582,6.216661561,54.56306088897016,0.11393535223378201,0.17671129172837421,0.13125662902565838,-47.36264833,-9.123233783,1624 days,260 days,64,42.1875,47.179832494714205,-15.87348778,0.21508477888005917,420 days,69 days,1.2446594530696866,0.738227783,0.15742935702131053,SSLStrategy,,
116,4/10/1987,28/07/2024,13447 days,75.33818938605619,13834.95672,59863.93642238615,38.34956717,852.3226849,6.358592143793063,80.57819376657575,0.078912071,0.13129208675099147,0.071063287,-89.47787839,-11.67546548,8729 days,439 days,144,36.80555555555556,143.8712448500636,-60.11457947,0.2248196772064226,511 days,64 days,1.361689827617732,1.4739971170939365,0.101477701,SSLStrategy,,
97,15/09/2019,28/07/2024,1778 days,54.11764705882353,19737.41807808876,21669.97614,97.37418078,129.6938754160769,164.64914015054183,536.4594575814441,0.3069181423193479,2.2314492697495503,2.187593067166776,-75.26497621,-16.05127549,1267 days,214 days,14,50,49.26839232119353,-23.1315747,4.975694469,189 days,62 days,2.1461193479793397,7.506124100729164,1.0721841924816715,SSLStrategy,,
1,14/12/1980,28/07/2024,15932 days,71.05841018884497,947087.4862389402,1077710.371274646,9370.874862,170171.45368876553,107.40185769096277,216.2473383762598,0.4966621022825668,1.9297703231315377,1.3586809970298444,-79.04861989,-12.90468245,4445 days,251 days,164,43.292682926829265,141.01332565929573,-60.63249415,2.8137934950206667,315 days,63 days,2.147227471,5.051595412918849,1.7850731956401271,SSLStrategy,,
62,21/08/2016,28/07/2024,2898 days,72.28915662650603,10169.762078552245,13175.061578063964,1.6976207855224492,851.1797855372852,1.4915708298345987,111.87592573750224,0.013332366369278722,0.025614986775523988,0.020577265805178668,-72.48634702,-24.58508457,2401 days,627 days,29,34.48275862068966,73.95378068664975,-27.78980862,0.060472963,252 days,66 days,1.3610679679403013,2.556609527891316,0.021298480897896235,SSLStrategy,,
185,15/12/1991,28/07/2024,11914 days,71.22724603640634,20954.383723878826,195513.28321148874,109.54383723878827,32090.223524305555,17.181241524934986,145.64815180092947,0.11796402022607294,0.28980548797936406,0.18565507835860487,-92.54388125,-16.64530241,8631 days,555 days,135,33.33333333333333,1714.4122763004418,-30.44022958,0.5486172557831459,385 days,56 days,3.2651536779403227,12.138447007309615,0.068312201,SSLStrategy,,
203,8/04/2018,28/07/2024,2303 days,61.81818181818181,23181.849660797114,25479.171609039302,131.81849660797113,127.50134747116412,153.4404390178604,269.4109033,0.5695405685260151,2.9585588334195094,2.693583071423549,-56.96517796,-14.27612766,1113 days,177 days,20,35,85.51723204875404,-20.05125432,4.315775972768865,315 days,65 days,2.370047457189748,7.854212994730226,0.9553434994663418,SSLStrategy,,
16,10/11/1991,28/07/2024,11949 days,77.86885246,23223.44485197661,28231.021998277876,132.2344485197661,42790.45471374204,19.728794265346238,95.24644325571309,0.2071341836080883,0.43390435602802996,0.24481070725087226,-80.58795502,-23.49193205,7875 days,835 days,132,43.93939393939394,64.40466528868856,-21.51945882,0.6404986282626313,245 days,64 days,1.3598814748980175,1.4094611812070097,0.7223423110070315,SSLStrategy,,
151,16/03/1986,28/07/2024,14014 days,76.03594608087867,144729.6769026627,280687.3382,1347.2967690266269,425843.93988273706,62.73633607,125.08451960464598,0.5015515610611555,1.414555234132871,0.7120868921611356,-88.10207962,-12.32456682,9240 days,378 days,158,36.708860759493675,194.81708174528217,-18.55797437,1.7061090887357855,630 days,61 days,1.8439625180850723,3.275431443798498,0.8050229718529979,SSLStrategy,,
195,27/09/1987,28/07/2024,13454 days,72.07488299531981,23506.878810991562,244615.03194848474,135.06878810991563,17074.376618858005,17.61307999428272,123.54463993487836,0.14256450141071886,0.3237089563694207,0.1872931867402462,-94.04015331,-15.80507714,9240 days,423 days,154,42.20779221,43936.93293,-25.88401961,17.39632023729505,252 days,56 days,220.03490408093538,1017.9688701339156,2.011067715,SSLStrategy,,
194,28/06/1992,28/07/2024,11718 days,72.17910447761194,23649.35719425673,43748.368206982566,136.49357194256729,22130.292145931646,20.631058861094353,98.85257389284159,0.20870532803181113,0.43877255218693845,0.30808452760773547,-66.96557929,-17.37863471,3948 days,437 days,121,40.49586776859504,72.27677895328523,-18.09269536,0.7130836268916196,434 days,63 days,1.3919590654537435,1.5698999114457897,0.41972847094796595,SSLStrategy,,
133,9/11/1997,28/07/2024,9758 days,63.01075268817205,24145.64627441403,138572.8862,141.4564627441403,-98.20218781,25.94162734,123.29072580978533,0.2104102085948955,0.5343719131471668,0.30262374800333164,-85.72237806,-11.65152206,4984 days,268 days,104,31.73076923076923,185.7602057216329,-49.71751311,0.4904837293737252,350 days,53 days,1.5493509878945622,3.4899162059865754,0.13670138849236063,SSLStrategy,,
53,5/07/1998,28/07/2024,9520 days,75.67964731814843,24327.139639351313,63320.21324774978,143.27139639351313,7730.768882781569,26.92404042007044,156.22482918433437,0.17234162175528422,0.47094175617243106,0.3248615826162641,-82.87849922,-27.50787073,7070 days,1039 days,109,34.862385321100916,194.11766155455763,-31.09508379,0.8242055471390897,413 days,60 days,1.5701925585947187,2.990465608391846,0.2780109834291067,SSLStrategy,,
214,4/07/2010,28/07/2024,5138 days,65.30612245,159900.63030486339,247704.95131652115,1499.0063030486338,16774.21955632164,296.1232735137986,630.7646824028892,0.4694671115474017,4.498728568825871,4.45996942,-66.39580805,-25.99084121,1015 days,294 days,54,38.88888888888889,318.00655354421536,-20.382247,5.269284865818014,217 days,56 days,3.022949087840873,11.574634203332053,1.004307345727916,SSLStrategy,,
114,3/03/2002,28/07/2024,8183 days,67.09401709401709,26261.239063346286,63832.34936293838,162.61239063346284,336.05993733243196,35.14874306820657,126.08565305868504,0.27876877515832044,0.6822515229697642,0.5613492277557374,-62.61475269,-11.55538602,5012 days,259 days,92,51.08695652173913,90.18222456827543,-17.47026538,1.0549125214657895,301 days,53 days,1.5062238122610396,1.950815523628946,0.39508309617713083,SSLStrategy,,
64,28/07/2019,28/07/2024,1827 days,67.55725190839695,26371.70300495146,47804.042692298885,163.71703004951462,265.9183664532415,286.1002927015546,1098.846709857704,0.26036415282947284,3.3458634524471633,5.927316327433209,-48.26809924,-21.2066251,679 days,167 days,20,45,111.36102379399601,-27.28549141,4.969026051336534,217 days,55 days,2.805843506861724,8.836173212,0.591206527,SSLStrategy,,
163,24/01/1999,28/07/2024,9317 days,74.24924924924925,1677925.543878894,1856882.438410144,16679.25543878894,278449.8256926405,307.04381854558545,823.2948855572989,0.37294513051389055,4.400003415268534,3.8246541399453204,-80.28015274,-16.17663832,3556 days,177 days,93,45.16129032258064,201.6144146620627,-34.64052082,5.662874362450099,371 days,68 days,2.9491737752163214,9.515557405539546,1.662814149944279,SSLStrategy,,
72,5/02/2006,28/07/2024,6748 days,71.60621761658031,27267.939141378392,61700.892594623554,172.67939141378392,185.73952455060888,46.14380474607489,105.72561853596731,0.4364486619709584,1.1026343781079198,0.7151924531304403,-64.51942347,-7.376123999,2758 days,172 days,65,38.46153846153847,80.60424794458643,-17.39143641,1.555696924459804,364 days,68 days,1.7782418052015891,2.7026130300050206,0.502275606,SSLStrategy,,
135,19/12/2004,28/07/2024,7161 days,65.625,27416.385199108114,69072.79648267746,174.16385199108112,-23.92452888,43.26057179523044,168.68766534091256,0.2564536755417307,0.7443533257327529,0.6228538070302656,-69.45541844,-18.22079628,3794 days,341 days,87,41.37931034482759,85.00882636,-29.30506055,1.166399848402211,217 days,48 days,1.5961279146993026,2.8023133613999454,0.3890719713931199,SSLStrategy,,
215,12/10/1997,28/07/2024,9786 days,70.55039313795568,11967.318776802995,42737.869292263975,19.673187768029948,2315.4188422260536,4.797140070372308,98.48490006648589,0.048709396741366644,0.094707796,0.051654986,-92.86886876,-18.95657994,8939 days,873 days,110,39.09090909090909,121.79975294878767,-25.84213514,0.16687117526770212,322 days,56 days,1.3350560255926471,1.4130697613052972,0.082194964,SSLStrategy,,
68,1/04/2012,28/07/2024,4501 days,65.37267080745342,29323.594559119934,119200.84855997442,193.23594559119934,1492.779308334074,83.99447533865822,657.7609461306024,0.12769757133312779,0.8562821139470428,0.9027940303826519,-93.03835926,-28.35059488,1778 days,325 days,55,34.54545454545455,291.4412589415106,-31.69399195,1.8824518771009657,245 days,47 days,2.1506897570591774,8.901969813,0.23343994737827284,SSLStrategy,,
167,16/03/1986,28/07/2024,14014 days,76.48527209186221,29729.60205671467,986129.3266037956,197.2960205671467,206618.31597565205,21.96287926706173,133.8319964114141,0.16410783561462725,0.38353317319271935,0.22593300356655957,-97.20969898,-13.01680205,8876 days,331 days,163,36.809815950920246,507.7916731,-27.62550884,0.6698919222713151,364 days,59 days,1.8493594733359588,3.824387376128585,0.026187880522120285,SSLStrategy,,
107,2/04/2000,28/07/2024,8883 days,68.89763779527559,12098.168954291312,26143.37844017503,20.981689542913116,976.3076887764013,5.626710843503724,103.80291472715444,0.054205711451297024,0.10424303363712598,0.077049049,-73.0276478,-20.9374385,3703 days,505 days,102,38.23529411764706,154.1176151,-31.11353396,0.18638113532916112,259 days,54 days,1.390626654463361,1.909608042716569,0.1014064523320874,SSLStrategy,,
74,16/07/1995,28/07/2024,10605 days,66.35883905013192,32853.176043958614,56635.50859503744,228.53176043958615,239.84615619365988,33.160015452424155,157.41919562520604,0.21064785219315754,0.5576826692676703,0.4336868639514294,-76.46073287,-18.582036,3661 days,470 days,116,31.03448275862069,356.91999581103994,-36.68741763,1.030401127072067,427 days,54 days,1.8118677721910703,4.635110519085664,0.44965311666836205,SSLStrategy,,
27,4/08/2002,28/07/2024,8029 days,65.94076655052264,12381.591215088321,54327.581797664156,23.815912150883214,110.3629452716851,7.0280819567277275,100.8090288873995,0.069716791,0.1349747768867612,0.087862966,-79.98912729,-12.71238101,5341 days,312 days,97,45.36082474226804,108.79796009388029,-20.58732469,0.22017017627471436,329 days,48 days,1.3011015935417714,1.3043991804117017,0.060534994,SSLStrategy,,
92,22/08/2004,28/07/2024,7280 days,73.29490874159463,33992.83415870662,39020.78166145321,239.92834158706614,6363.800229046805,53.573888046518704,100.42214282159925,0.5334868042170057,1.4261437101088565,0.9889574004145797,-54.17208873,-10.37956703,4200 days,342 days,81,44.44444444444444,67.55416873734494,-14.06639361,1.5231512281425719,308 days,59 days,1.701501804777878,2.3177876897047978,0.9261826488423055,SSLStrategy,,
91,22/08/2004,28/07/2024,7280 days,73.39097022,34592.280040550184,39195.101005516015,245.92280040550185,6269.029914519013,54.51806262093515,100.75266237415592,0.5411079105629628,1.457824425422945,1.0163360225472384,-53.64176947,-10.23536745,4214 days,343 days,82,41.46341463414634,67.55415096178987,-14.19203332,1.5253877170672059,308 days,59 days,1.716959372491658,2.3097400330089104,0.9454408072815986,SSLStrategy,,
204,22/11/2015,28/07/2024,3171 days,68.50220264,34620.93914325713,109914.66310352326,246.20939143257127,380.2334416539102,171.39973764078184,417.7769223769207,0.4102661694801419,2.270795618,2.4084992024705656,-71.16453992,-14.88015897,1253 days,152 days,27,44.44444444444444,195.63501550865956,-25.57022656,4.708519223376029,406 days,74 days,2.662843560319585,12.190869543586524,0.33497928753351436,SSLStrategy,,
212,16/12/2018,28/07/2024,2051 days,55.44217687074829,12542.293675994866,18622.678201885217,25.422936759948662,14.910224706060237,32.47522568565473,168.33560018792616,0.1929195348423037,0.5031569381121694,0.4555706321389299,-71.28472161,-26.23298912,1225 days,367 days,19,21.052631578947366,121.40276150269527,-24.78670565,1.385866373185629,287 days,54 days,1.6842238285426565,5.0391804469529715,0.3041013568729654,SSLStrategy,,
85,14/03/1999,28/07/2024,9268 days,66.11320754716982,36291.47059880493,97353.66133737323,262.9147059880493,1007.7254406452428,42.62981361414235,171.81470981486925,0.2481150400921788,0.705958072,0.5328965566624687,-79.99641409,-20.01731753,4165 days,408 days,106,40.56603773584906,70.09215475724322,-27.77543023,1.2235608400415598,252 days,51 days,1.5576137580093121,3.133602523257956,0.34224043452733327,SSLStrategy,,
182,17/04/2016,28/07/2024,3024 days,64.8960739,12722.467425452456,30411.084559622992,27.22467425452456,53.19999694824219,22.50365810094801,272.7667791795802,0.082501462,0.28936821475272584,0.2875247413450087,-78.266858,-26.44779057,1582 days,319 days,34,44.11764705882353,514.7989432767328,-33.22649328,0.7060484405772671,168 days,51 days,2.6257327868797775,11.573628883696326,0.13311891057667533,SSLStrategy,,
242,14/02/1993,28/07/2024,11487 days,63.702801461632156,37569.430398349585,387242.7147,275.69430398349584,1260.5393313290028,34.20846914316555,261.2797578671533,0.13092659539495868,0.4302391337705385,0.37883879185202113,-90.29822151,-28.21771443,8904 days,928 days,138,37.68115942028986,366.3487016428193,-33.50383632,0.9630730291689371,301 days,47 days,1.8633387950239413,5.419061384958304,0.095778595,SSLStrategy,,
190,14/11/2021,28/07/2024,987 days,42.95774647887324,12829.695450496667,14734.664832839964,28.29695450496667,-87.47979928,89.74124142183295,532.9216249671179,0.16839482058430288,1.1613061373494968,1.5593484411315321,-57.55047368,-19.51755681,679 days,186 days,12,41.66666666666667,64.21081041820278,-18.95288034,2.0916628849900976,91 days,29 days,1.714692859503066,4.2812387487526795,0.4129399627905779,SSLStrategy,,
158,16/09/2018,28/07/2024,2142 days,49.83713355,12994.237145462032,91069.01447359085,29.942371454620314,-56.56565297,36.534110516567786,797.1153626000906,0.045832902,0.3578239037402341,0.42614600428893973,-85.73143981,-25.70861536,1281 days,217 days,20,25,945.3964451894668,-39.42800074,1.3176846754360039,301 days,47 days,4.264169212209902,38.84832821464312,0.052467807424550816,SSLStrategy,,
239,3/01/1982,28/07/2024,15547 days,72.14221422142214,40591.213233461334,52062.737048082316,305.9121323346134,1144.4489010309146,25.876586066004805,107.80438831712075,0.2400327711139683,0.5562611965321247,0.3092145945319354,-83.68487944,-15.84303633,5733 days,493 days,169,39.053254437869825,95.07289997,-33.71998292,0.8326315727681166,504 days,60 days,1.4921076470342007,1.8502758363530256,0.975035083,SSLStrategy,,
63,7/01/1962,28/07/2024,22848 days,71.66921898928025,13164.579065766837,72772.77814852295,31.645790657668364,94959.65452247336,3.121379139074465,69.34297189437301,0.045013634,0.077613753,0.037353473,-83.56329133,-13.45733642,12194 days,593 days,248,33.87096774193548,97.71234795510051,-31.79224472,0.10944237688674807,378 days,60 days,1.2678273999075367,1.1355157424596494,0.047518231,SSLStrategy,,
231,5/08/2018,28/07/2024,2184 days,79.55271565495208,42821.91663026808,53220.48419221877,328.21916630268083,686.6866680527879,445.26476537733356,713.7081467485624,0.6238751335624017,8.124630778437103,8.028162061081126,-55.46285214,-8.316249171,707 days,83 days,18,33.33333333333333,142.11070069298094,-15.29358242,8.421811558758696,329 days,90 days,3.993868037588579,15.076498144974215,1.059653323925927,SSLStrategy,,
18,17/09/2023,28/07/2024,315 days,19.565217391304348,13631.359256896973,14768.599949035644,36.313592568969725,159.5555434992284,1068.2586829606064,940.3918396529436,1.135971876739012,38.04023329955943,109.48498985315197,-9.757124556,-5.606914881,21 days,18 days,1,100,36.65155565204612,36.65155565204612,36.65155565204612,56 days,56 days,,36.65155565204612,,SSLStrategy,,
153,3/06/1984,28/07/2024,14665 days,68.08206106870229,48125.00962618693,287984.1146103274,381.2500962618693,7707.433410113961,31.47067407815447,214.66330676272415,0.14660481361605154,0.4118635068806618,0.32162060363931927,-97.85030474,-18.86698252,8778 days,492 days,168,42.857142857142854,18303.004297816835,-61.27118869,46.84738537813402,343 days,53 days,155.6205348,814.8231825551678,3.5575106007987536,SSLStrategy,,
191,1/10/2017,28/07/2024,2492 days,54.34173669467787,48909.28675735471,78390.92081939697,389.09286757354715,109.45741610756583,406.80381425283565,1082.5769466681636,0.3757735794253256,5.529343072,7.075104388723909,-57.49792397,-15.5208433,1260 days,158 days,23,56.52173913043478,181.58194928265826,-21.27667832,7.165799849025012,252 days,53 days,3.249224928440613,12.328861689874932,0.7732235616819404,SSLStrategy,,
213,26/09/2021,28/07/2024,1036 days,54.36241610738255,10415.483424911496,14785.055985717772,4.154834249114956,-55.53962033,10.486362578101026,136.72984475385402,0.076694028,0.17066218034647943,0.252765866,-41.48646632,-12.84074551,686 days,186 days,14,64.28571428571429,23.93436014018191,-20.24771293,0.291898561,126 days,34 days,1.2259826088610906,0.9499220563100532,0.084803218,SSLStrategy,,
173,13/08/2000,28/07/2024,8750 days,68.02557953637091,14015.742406172723,42817.50633191585,40.157424061727234,102.64332977895924,10.351357768846391,118.01558693811143,0.087711785,0.17903280058733217,0.1513447858730434,-68.39586649,-17.84596811,5537 days,499 days,100,40,60.320153578253645,-33.05826619,0.33789860677104766,231 days,53 days,1.3074005169070455,1.6441854075284714,0.1375442352689589,SSLStrategy,,
145,20/05/2012,28/07/2024,4452 days,76.29513343799059,50701.87423988342,62956.30727516173,407.0187423988342,1106.5655101671214,153.49981870088877,237.02024467537805,0.6476232395723053,3.341235238528714,3.540862131188558,-43.35097302,-10.75940699,560 days,129 days,46,43.47826086956522,143.29540781042644,-18.90530458,3.6013546412595465,357 days,67 days,2.5371131220207728,5.995077830183244,1.3441059274214668,SSLStrategy,,
22,9/08/2009,28/07/2024,5467 days,82.35294117647058,50808.37593077657,54965.03731,408.0837593077657,9111.198766,113.54856700126703,182.7885294412419,0.6212018191095939,2.4926304941185027,2.301591830694556,-49.33479755,-10.54136896,1624 days,187 days,68,44.11764705882353,75.96671937316466,-22.36216718,2.420239090031151,287 days,60 days,2.143383055547997,3.4892526030903412,1.6621982459799356,SSLStrategy,,
196,24/05/2015,28/07/2024,3353 days,73.54166666666667,51263.45619704722,75863.32454307078,412.6345619704722,1993.6064493444753,246.5371061926636,544.7841345294589,0.4525409066943601,3.630621320832908,4.361378784991324,-56.52733192,-13.17836984,728 days,118 days,41,41.46341463414634,117.76238939753867,-24.5037477,4.066586939929495,301 days,54 days,2.4170927592052656,6.973672843006909,0.9448266133944389,SSLStrategy,,
12,23/03/1980,28/07/2024,16198 days,70.23758099352052,14239.769757055634,75249.6247,42.39769757055634,205006.55778946524,5.731017507952485,123.17486253114083,0.046527492624589536,0.093333301,0.062580073,-91.57895234,-20.58216167,8876 days,761 days,192,47.39583333333333,169850.2229790872,-26.69408189,80.41566351336333,231 days,53 days,2212.420936647918,9869.547254194855,3.948983657839055,SSLStrategy,,
52,18/02/1990,28/07/2024,12579 days,73.63737486095661,52643.79540097873,1467118.2695512937,426.4379540097873,60541.752240926755,40.09927480600013,119.65188781664733,0.3351328218694521,0.8060747817144697,0.41591686339182987,-96.41175517,-9.506472719,8890 days,223 days,143,40.55944055944056,113.0671971660782,-33.44312131,1.1680777690493471,287 days,58 days,1.6133268878411648,2.6224875121164715,0.055155111,SSLStrategy,,
146,15/12/1985,28/07/2024,14105 days,69.59325396825396,54295.233993752074,87565.89673232331,442.9523399375207,60836.34653676644,35.84065710460618,307.5899685357447,0.11652089070141823,0.49511838896345617,0.36897037818558176,-97.1369498,-16.34793105,6587 days,612 days,140,45,298607.5879,-35.61403853,117.8280259796677,413 days,64 days,2755.689816443837,14114.03797943182,3.9567813909795064,SSLStrategy,,
15,18/05/1997,28/07/2024,9933 days,74.15492957746478,56481.99603961345,66021.28799624798,464.8199603961345,209053.58547890777,56.05318973880762,236.57412398285774,0.23693711211995971,0.8303106258553589,0.5821751302329937,-96.28235015,-21.47863365,7854 days,745 days,99,41.41414141414141,142.42220960635427,-39.23447945,1.7643908898679728,350 days,68 days,1.7739370087254116,4.6622056629556115,1.1230151984761862,SSLStrategy,,
23,19/05/2019,28/07/2024,1897 days,66.17647058823529,14764.664390907275,24824.411783180236,47.64664390907276,54.27586785678206,68.68758176419855,141.06203695246805,0.4869317305218226,1.5206164137634408,1.5499859866175354,-44.31496953,-7.973148889,1036 days,99 days,22,40.909090909090914,42.46896773638209,-13.53169515,1.9196216523320153,238 days,51 days,1.901980268,2.7275374222722917,0.5798596095912435,SSLStrategy,,
70,30/08/1981,28/07/2024,15673 days,65.40178571428571,14981.174173845755,656676.9851735829,49.81174173845755,738.4000244140625,6.808193535554263,96.44677747085392,0.070590161,0.13325365577955375,0.06945321,-98.02561345,-12.13055937,8911 days,339 days,191,41.361256544502616,705.8439296559616,-28.17895376,21.823127537617214,546 days,47 days,14.290845167874108,56.59643583209939,2.805785107241218,SSLStrategy,,
207,15/12/2002,28/07/2024,7896 days,68.02480070859167,59689.367638778625,82642.32365329741,496.89367638778623,859.1068130258883,78.17369052988778,207.66149904857062,0.3764476847564482,1.3129739486845398,1.055032318113307,-74.09601506,-12.58041833,3843 days,282 days,86,41.86046511627907,213.8902422,-28.46393752,2.099082116994566,231 days,56 days,1.9248877545670646,5.188054512694534,0.8251048308275186,SSLStrategy,,
