Time,Open,High,Low,Close,smaHigh,smaLow,sslDown,sslUp,Position,SIGNAL,baseline,instrument,granularity,ATR,atrup,atrdown,SL,TP
2024-05-27 15:08:00+10:00,8.524,8.524,8.524,8.524,8.5155,8.5139,8.5139,8.5155,buy,False,8.516625,,,,,,,
2024-05-27 15:08:00+10:00,116.148,116.155,116.148,116.154,116.1563,116.1486,116.1486,116.1563,buy,True,116.15525,,,,,,,
2024-05-27 15:08:00+10:00,23.4333,23.4335,23.43008,23.43335,23.463899,23.458717,23.463899,23.458717,sell,False,23.45560125,,,,,,,
2024-05-27 15:08:00+10:00,156.79,156.796,156.789,156.793,156.7926,156.7837,156.7837,156.7926,buy,False,156.79237500000002,,,,,,,
2024-05-27 15:08:00+10:00,34.97518,34.97518,34.9682,34.9682,34.972018000000006,34.96793,34.96793,34.972018000000006,buy,False,34.968056250000004,,,,,,,
2024-05-27 15:08:00+10:00,170.087,170.094,170.087,170.092,170.09409999999997,170.0828,170.0828,170.09409999999997,buy,False,170.09225,,,,,,,
2024-05-27 15:08:00+10:00,0.89554,0.89556,0.89553,0.89555,0.895653,0.8956069999999998,0.895653,0.8956069999999998,sell,False,0.8956062499999999,,,,,,,
2024-05-27 15:08:00+10:00,1.76984,1.76988,1.76984,1.76988,1.769838,1.769748,1.769748,1.769838,buy,False,1.769805,,,,,,,
2024-05-27 15:08:00+10:00,9.95276,9.95338,9.95268,9.95322,9.953471,9.953008,9.953008,9.953471,buy,True,9.95315125,,,,,,,
2024-05-27 15:08:00+10:00,171.469,171.478,171.468,171.478,171.4638,171.4522,171.4522,171.4638,buy,False,171.46325,,,,,,,
2024-05-27 15:08:00+10:00,8.4739,8.4739,8.47388,8.47388,8.474131,8.473931,8.474131,8.473931,sell,False,8.47396625,,,,,,,
2024-05-27 15:08:00+10:00,1.74108,1.74118,1.74108,1.74118,1.741236,1.741171,1.741171,1.741236,buy,True,1.74118125,,,,,,,
2024-05-27 15:07:00+10:00,36.572,36.572,36.571,36.571,36.5675,36.5621,36.5621,36.5675,buy,False,36.56625,,,,,,,
2024-05-27 15:08:00+10:00,1.16506,1.16511,1.16504,1.16504,1.165204,1.1651410000000002,1.165204,1.1651410000000002,sell,False,1.1651525,,,,,,,
2024-05-27 15:08:00+10:00,0.6066,0.6066,0.60658,0.6066,0.60676,0.606705,0.60676,0.606705,sell,False,0.60670625,,,,,,,
2024-05-27 15:08:00+10:00,0.56046,0.56046,0.56042,0.56042,0.5605429999999999,0.5605020000000001,0.5605429999999999,0.5605020000000001,sell,False,0.56051,,,,,,,
2024-05-27 15:08:00+10:00,5.18208,5.18234,5.18203,5.18234,5.183120000000001,5.182739,5.183120000000001,5.182739,sell,False,5.182746249999999,,,,,,,
2024-05-27 15:08:00+10:00,0.91438,0.91438,0.91432,0.91432,0.914451,0.914412,0.914451,0.914412,sell,False,0.91442625,,,,,,,
2024-05-27 15:08:00+10:00,5.71636,5.71646,5.71636,5.71646,5.716417000000001,5.716226,5.716226,5.716417000000001,buy,False,5.7163562500000005,,,,,,,
2024-05-27 15:08:00+10:00,4.25345,4.25365,4.2534,4.25365,4.25347,4.253235,4.253235,4.25347,buy,False,4.25353125,,,,,,,
2024-05-27 15:08:00+10:00,20.07171,20.07298,20.07171,20.07221,20.072154,20.07106,20.07106,20.072154,buy,False,20.0721275,,,,,,,
2024-05-27 15:09:00+10:00,384.1,384.112,384.1,384.112,384.091,384.0522,384.0522,384.091,buy,False,384.0745,,,,,,,
2024-05-27 15:08:00+10:00,4.996,4.99625,4.996,4.99625,4.99575,4.99545,4.99545,4.99575,buy,False,4.99571875,,,,,,,
2024-05-27 15:08:00+10:00,1.3499,1.34993,1.34987,1.34987,1.349883,1.349821,1.349821,1.349883,buy,False,1.3498525,,,,,,,
2024-05-27 15:09:00+10:00,11.55885,11.55896,11.55885,11.55886,11.559127,11.558346,11.558346,11.559127,buy,True,11.55870125,,,,,,,
2024-05-27 15:08:00+10:00,2.07882,2.07892,2.0787,2.07891,2.078788,2.078657,2.078657,2.078788,buy,False,2.07874625,,,,,,,
2024-05-27 15:09:00+10:00,22.71185,22.7125,22.7116,22.7125,22.712975,22.710695,22.710695,22.712975,buy,False,22.7118875,,,,,,,
2024-05-27 15:08:00+10:00,11.4783,11.4785,11.47475,11.475,11.478305,11.477865,11.478305,11.477865,sell,True,11.47786875,,,,,,,
2024-05-27 15:08:00+10:00,0.8514,0.8514,0.85137,0.85137,0.851394,0.8513720000000001,0.851394,0.8513720000000001,sell,True,0.8513850000000001,,,,,,,
2024-05-27 15:08:00+10:00,8.54283,8.5434,8.54273,8.5433,8.542545,8.542128000000002,8.542128000000002,8.542545,buy,False,8.54239375,,,,,,,
2024-05-27 15:08:00+10:00,96.099,96.104,96.099,96.102,96.1096,96.1023,96.1096,96.1023,sell,False,96.107125,,,,,,,
2024-05-27 15:09:00+10:00,24.6391,24.6401,24.63415,24.6401,24.640845,24.636375,24.636375,24.640845,buy,False,24.63974375,,,,,,,
2024-05-27 15:09:00+10:00,0.67735,0.67735,0.67735,0.67735,0.677446,0.677408,0.677446,0.677408,sell,False,0.6774162499999999,,,,,,,
2024-05-27 15:08:00+10:00,0.99195,0.99195,0.99188,0.99188,0.992023,0.991986,0.992023,0.991986,sell,False,0.99199125,,,,,,,
2024-05-27 15:09:00+10:00,0.83758,0.83758,0.83758,0.83758,0.837646,0.8375980000000001,0.837646,0.8375980000000001,sell,False,0.83761125,,,,,,,
2024-05-27 15:09:00+10:00,7.25892,7.25892,7.25876,7.25876,7.259172000000001,7.258931,7.259172000000001,7.258931,sell,False,7.259033749999999,,,,,,,
2024-05-27 15:08:00+10:00,32.21412,32.21475,32.21387,32.21412,32.215500000000006,32.214146,32.215500000000006,32.214146,sell,True,32.2145,,,,,,,
2024-05-27 15:09:00+10:00,199.784,199.786,199.782,199.784,199.7867,199.7743,199.7743,199.7867,buy,False,199.78175,,,,,,,
2024-05-27 15:09:00+10:00,1.46438,1.46438,1.46438,1.46438,1.464387,1.464338,1.464338,1.464387,buy,False,1.464365,,,,,,,
2024-05-27 15:08:00+10:00,0.66344,0.66344,0.66344,0.66344,0.663567,0.66353,0.663567,0.66353,sell,False,0.66351625,,,,,,,
2024-05-27 15:09:00+10:00,10.578,10.5782,10.578,10.5782,10.580929,10.580308,10.580929,10.580308,sell,False,10.58036625,,,,,,,
2024-05-27 15:09:00+10:00,0.8274,0.82741,0.8274,0.82741,0.82744,0.827388,0.827388,0.82744,buy,True,0.8274137500000001,,,,,,,
2024-05-27 15:08:00+10:00,1.3665,1.3665,1.36648,1.36649,1.366551,1.366495,1.366551,1.366495,sell,True,1.3665125,,,,,,,
2024-05-27 15:08:00+10:00,1.63527,1.63528,1.63516,1.63516,1.635059,1.6349509999999998,1.6349509999999998,1.635059,buy,False,1.635045,,,,,,,
2024-05-27 15:08:00+10:00,4.865,4.865,4.864,4.864,4.8641,4.862399999999999,4.862399999999999,4.8641,buy,False,4.864,,,,,,,
2024-05-27 15:09:00+10:00,114.743,114.743,114.743,114.743,114.7409,114.73449999999998,114.73449999999998,114.7409,buy,False,114.740625,,,,,,,
2024-05-27 15:09:00+10:00,18.38892,18.38945,18.38606,18.3866,18.411648,18.407313,18.411648,18.407313,sell,False,18.4044075,,,,,,,
2024-05-27 15:09:00+10:00,6.87726,6.8774,6.87726,6.8774,6.877276,6.8768780000000005,6.8768780000000005,6.877276,buy,False,6.87712125,,,,,,,
2024-05-27 15:09:00+10:00,19.94927,19.95044,19.94549,19.94561,19.973852,19.968739,19.973852,19.968739,sell,False,19.96548625,,,,,,,
2024-05-27 15:09:00+10:00,3.92085,3.9209,3.92085,3.9209,3.920943,3.920695,3.920695,3.920943,buy,False,3.92081875,,,,,,,
2024-05-27 15:09:00+10:00,1.92062,1.92068,1.92062,1.92062,1.920519,1.920384,1.920384,1.920519,buy,False,1.9204775,,,,,,,
2024-05-27 15:09:00+10:00,0.61294,0.61294,0.61292,0.61292,0.612978,0.612932,0.612978,0.612932,sell,False,0.6129525,,,,,,,
2024-05-27 15:07:00+10:00,7.8114,7.8114,7.8114,7.8114,7.811415999999999,7.811398,7.811398,7.811415999999999,buy,False,7.811411250000001,,,,,,,
2024-05-27 15:09:00+10:00,20.11398,20.11534,20.11006,20.1131,20.136158,20.131366,20.136158,20.131366,sell,False,20.12853625,,,,,,,
2024-05-27 15:09:00+10:00,1.08482,1.08482,1.08481,1.08481,1.084838,1.084808,1.084808,1.084838,buy,True,1.08481875,,,,,,,
2024-05-27 15:10:00+10:00,4.78774,4.78774,4.78774,4.78774,4.788181,4.787925,4.788181,4.787925,sell,False,4.78797,,,,,,,
2024-05-27 15:10:00+10:00,0.98784,0.98785,0.98784,0.98784,0.987836,0.987801,0.987801,0.987836,buy,False,0.98784625,,,,,,,
2024-05-27 15:09:00+10:00,1.0824,1.08241,1.08237,1.08241,1.08246,1.082413,1.08246,1.082413,sell,False,1.08243875,,,,,,,
2024-05-27 15:10:00+10:00,0.66912,0.66912,0.66911,0.66911,0.669187,0.669152,0.669187,0.669152,sell,False,0.6691675,,,,,,,
2024-05-27 15:10:00+10:00,1.27421,1.27424,1.2742,1.27422,1.274218,1.2741669999999998,1.2741669999999998,1.274218,buy,False,1.27419,,,,,,,
2024-05-27 15:10:00+10:00,16.67496,16.67561,16.67456,16.67557,16.674609999999998,16.674067,16.674067,16.674609999999998,buy,False,16.6745375,,,,,,,
2024-05-27 15:10:00+10:00,0.90656,0.90656,0.90654,0.90656,0.906658,0.906617,0.906658,0.906617,sell,False,0.90660125,,,,,,,
2024-05-27 15:10:00+10:00,7.46016,7.46016,7.4601,7.4601,7.460479000000001,7.460123,7.460479000000001,7.460123,sell,True,7.46025125,,,,,,,
2024-05-27 15:10:00+10:00,1.48236,1.4824,1.48236,1.48238,1.482422,1.482378,1.482378,1.482422,buy,True,1.48238375,,,,,,,
2024-05-27 15:10:00+10:00,354.089,354.112,354.089,354.112,354.0636,354.0365,354.0365,354.0636,buy,False,354.05,,,,,,,
2024-05-27 15:10:00+10:00,10.65486,10.65493,10.6548,10.6549,10.655252,10.654891,10.654891,10.655252,buy,False,10.655105,,,,,,,
2024-05-27 15:10:00+10:00,1.72,1.72006,1.72,1.72002,1.720024,1.719939,1.719939,1.720024,buy,False,1.7200037499999998,,,,,,,
2024-05-27 15:10:00+10:00,104.018,104.024,104.016,104.024,104.032,104.0239,104.0239,104.032,buy,True,104.02725,,,,,,,
2024-05-27 15:10:00+10:00,8.524,8.528,8.52,8.522,8.519400000000001,8.5168,8.5168,8.519400000000001,buy,False,8.519874999999999,,,,,,,
2024-05-27 15:10:00+10:00,116.153,116.158,116.151,116.158,116.1577,116.1514,116.1514,116.1577,buy,False,116.153625,,,,,,,
2024-05-27 15:10:00+10:00,23.43251,23.44582,23.4268,23.443,23.456797,23.44902,23.456797,23.44902,sell,False,23.44694125,,,,,,,
2024-05-27 15:10:00+10:00,156.792,156.796,156.792,156.796,156.7951,156.7878,156.7878,156.7951,buy,False,156.7925,,,,,,,
2024-05-27 15:10:00+10:00,34.96785,34.9686,34.96785,34.9686,34.97086399999999,34.967825,34.967825,34.97086399999999,buy,False,34.968325,,,,,,,
2024-05-27 15:10:00+10:00,170.09,170.094,170.089,170.094,170.0957,170.0861,170.0861,170.0957,buy,False,170.092125,,,,,,,
2024-05-27 15:10:00+10:00,0.89556,0.89556,0.8955,0.89552,0.895617,0.895577,0.895617,0.895577,sell,False,0.895585,,,,,,,
2024-05-27 15:10:00+10:00,1.76986,1.76995,1.76986,1.76992,1.7698619999999998,1.769771,1.769771,1.7698619999999998,buy,False,1.7698475,,,,,,,
2024-05-27 15:10:00+10:00,9.95325,9.95352,9.95324,9.95343,9.953411999999998,9.952966,9.952966,9.953411999999998,buy,False,9.95315375,,,,,,,
2024-05-27 15:10:00+10:00,171.483,171.485,171.48,171.483,171.4708,171.4607,171.4607,171.4708,buy,False,171.46962499999998,,,,,,,
2024-05-27 15:10:00+10:00,8.47389,8.474,8.47389,8.47396,8.474052,8.473868,8.473868,8.474052,buy,False,8.4739725,,,,,,,
2024-05-27 15:10:00+10:00,1.74123,1.74124,1.7412,1.7412,1.741221,1.741157,1.741157,1.741221,buy,False,1.74116375,,,,,,,
2024-05-27 15:07:00+10:00,36.572,36.572,36.571,36.571,36.5675,36.5621,36.5621,36.5675,buy,False,36.56625,,,,,,,
2024-05-27 15:10:00+10:00,1.16505,1.16507,1.16503,1.16506,1.165171,1.165114,1.165171,1.165114,sell,False,1.1651200000000002,,,,,,,
2024-05-27 15:10:00+10:00,0.60658,0.6066,0.60656,0.6066,0.606712,0.6066649999999999,0.606712,0.6066649999999999,sell,False,0.60666375,,,,,,,
2024-05-27 15:10:00+10:00,0.56042,0.56042,0.5604,0.5604,0.560517,0.560477,0.560517,0.560477,sell,False,0.5604775,,,,,,,
2024-05-27 15:10:00+10:00,5.18232,5.18243,5.18207,5.18243,5.182835,5.182529000000001,5.182835,5.182529000000001,sell,False,5.18254375,,,,,,,
2024-05-27 15:10:00+10:00,0.91433,0.91434,0.91433,0.91434,0.914429,0.914395,0.914429,0.914395,sell,False,0.9143975,,,,,,,
2024-05-27 15:10:00+10:00,5.71634,5.71644,5.71634,5.71642,5.7164340000000005,5.716267,5.716267,5.7164340000000005,buy,False,5.7164075,,,,,,,
2024-05-27 15:10:00+10:00,4.25345,4.2536,4.25325,4.2535,4.25351,4.253259999999999,4.253259999999999,4.25351,buy,False,4.25353125,,,,,,,
2024-05-27 15:10:00+10:00,20.07243,20.07278,20.07232,20.07232,20.072505,20.071643,20.071643,20.072505,buy,False,20.07212875,,,,,,,
2024-05-27 15:10:00+10:00,384.119,384.246,384.118,384.228,384.1076,384.0612,384.0612,384.1076,buy,False,384.09,,,,,,,
2024-05-27 15:10:00+10:00,4.996,4.9965,4.996,4.996,4.996,4.995700000000001,4.995700000000001,4.996,buy,False,4.99590625,,,,,,,
2024-05-27 15:10:00+10:00,1.34986,1.3499,1.34986,1.34986,1.349883,1.3498329999999998,1.3498329999999998,1.349883,buy,False,1.34987375,,,,,,,
2024-05-27 15:10:00+10:00,11.55858,11.55876,11.55832,11.55871,11.559076,11.558278,11.558278,11.559076,buy,False,11.55867625,,,,,,,
2024-05-27 15:10:00+10:00,2.07892,2.07892,2.07892,2.07892,2.078817,2.078699,2.078699,2.078817,buy,False,2.07878875,,,,,,,
2024-05-27 15:10:00+10:00,22.71205,22.71415,22.71185,22.7136,22.713275000000003,22.71102,22.71102,22.713275000000003,buy,False,22.71194375,,,,,,,
2024-05-27 15:10:00+10:00,11.47575,11.4762,11.47565,11.4758,11.477884,11.477295,11.477884,11.477295,sell,False,11.47725625,,,,,,,
2024-05-27 15:10:00+10:00,0.85136,0.85136,0.85136,0.85136,0.85139,0.85137,0.85139,0.85137,sell,False,0.8513850000000001,,,,,,,
2024-05-27 15:10:00+10:00,8.54325,8.54341,8.54324,8.54327,8.542719000000002,8.542356000000002,8.542356000000002,8.542719000000002,buy,False,8.5426775,,,,,,,
2024-05-27 15:10:00+10:00,96.1,96.102,96.094,96.094,96.1089,96.1019,96.1089,96.1019,sell,True,96.10375,,,,,,,
2024-05-27 15:10:00+10:00,24.6391,24.6423,24.6353,24.6409,24.641195,24.63642,24.63642,24.641195,buy,False,24.6396,,,,,,,
2024-05-27 15:10:00+10:00,0.67737,0.67737,0.67732,0.67734,0.677438,0.6774,0.677438,0.6774,sell,False,0.6773975,,,,,,,
2024-05-27 15:10:00+10:00,0.99188,0.99189,0.99188,0.99188,0.991993,0.991962,0.991993,0.991962,sell,False,0.99195625,,,,,,,
2024-05-27 15:10:00+10:00,0.83757,0.83757,0.8375,0.8375,0.837636,0.837584,0.837636,0.837584,sell,False,0.8375849999999999,,,,,,,
2024-05-27 15:10:00+10:00,7.25884,7.25886,7.25871,7.25882,7.259134,7.25891,7.259134,7.25891,sell,False,7.2590275,,,,,,,
2024-05-27 15:10:00+10:00,32.21383,32.2201,32.21383,32.22,32.215519,32.214036,32.214036,32.215519,buy,False,32.215125,,,,,,,
2024-05-27 15:10:00+10:00,199.784,199.791,199.776,199.776,199.7876,199.7751,199.7751,199.7876,buy,False,199.78075,,,,,,,
2024-05-27 15:10:00+10:00,1.46437,1.4644,1.46436,1.4644,1.464376,1.464333,1.464333,1.464376,buy,False,1.4643825,,,,,,,
2024-05-27 15:10:00+10:00,0.66342,0.66344,0.66342,0.66342,0.663547,0.6635120000000001,0.663547,0.6635120000000001,sell,False,0.6634887500000001,,,,,,,
2024-05-27 15:10:00+10:00,10.57878,10.57912,10.57878,10.579,10.580808,10.580148,10.580808,10.580148,sell,False,10.5801775,,,,,,,
2024-05-27 15:10:00+10:00,0.82737,0.82738,0.8273,0.8273,0.8274279999999999,0.827374,0.8274279999999999,0.827374,sell,True,0.827395,,,,,,,
2024-05-27 15:11:00+10:00,1.36651,1.36652,1.36651,1.36652,1.366534,1.366491,1.366491,1.366534,buy,False,1.366495,,,,,,,
2024-05-27 15:11:00+10:00,1.63526,1.63526,1.63525,1.63526,1.635127,1.635039,1.635039,1.635127,buy,False,1.63513375,,,,,,,
2024-05-27 15:10:00+10:00,4.863,4.863,4.863,4.863,4.864,4.8625,4.8625,4.864,buy,False,4.863874999999999,,,,,,,
2024-05-27 15:11:00+10:00,114.738,114.74,114.738,114.738,114.7422,114.73690000000002,114.73690000000002,114.7422,buy,False,114.74075,,,,,,,
2024-05-27 15:11:00+10:00,18.39824,18.39824,18.39734,18.39734,18.407196000000003,18.401513,18.407196000000003,18.401513,sell,False,18.39913,,,,,,,
2024-05-27 15:11:00+10:00,6.87699,6.87701,6.87699,6.87701,6.877236999999999,6.876895,6.876895,6.877236999999999,buy,False,6.87707375,,,,,,,
2024-05-27 15:11:00+10:00,19.9597,19.9597,19.95832,19.95855,19.968792,19.962233000000005,19.968792,19.962233000000005,sell,False,19.96020875,,,,,,,
2024-05-27 15:11:00+10:00,3.92095,3.921,3.92075,3.9208,3.92097,3.920715,3.920715,3.92097,buy,False,3.92084375,,,,,,,
2024-05-27 15:11:00+10:00,1.92072,1.92078,1.92072,1.92078,1.920571,1.920457,1.920457,1.920571,buy,False,1.92058125,,,,,,,
2024-05-27 15:11:00+10:00,0.61284,0.61284,0.61284,0.61284,0.612957,0.612911,0.612957,0.612911,sell,False,0.61292,,,,,,,
2024-05-27 15:07:00+10:00,7.8114,7.8114,7.8114,7.8114,7.811415999999999,7.811398,7.811398,7.811415999999999,buy,False,7.811411250000001,,,,,,,
2024-05-27 15:11:00+10:00,20.12368,20.12368,20.12261,20.12261,20.131523,20.125247,20.131523,20.125247,sell,False,20.12362,,,,,,,
2024-05-27 15:11:00+10:00,1.08481,1.08482,1.08481,1.08482,1.08483,1.084807,1.084807,1.08483,buy,False,1.08482125,,,,,,,
2024-05-27 15:12:00+10:00,4.78734,4.78738,4.78731,4.78732,4.78797,4.787721,4.78797,4.787721,sell,False,4.78776375,,,,,,,
2024-05-27 15:12:00+10:00,0.98784,0.98784,0.98784,0.98784,0.987854,0.987825,0.987825,0.987854,buy,False,0.98785125,,,,,,,
2024-05-27 15:11:00+10:00,1.08244,1.08244,1.08244,1.08244,1.082453,1.082413,1.082413,1.082453,buy,False,1.08243375,,,,,,,
2024-05-27 15:12:00+10:00,0.66911,0.66912,0.66911,0.66912,0.669175,0.6691429999999999,0.669175,0.6691429999999999,sell,False,0.66914625,,,,,,,
2024-05-27 15:12:00+10:00,1.2742,1.27422,1.2742,1.2742,1.274218,1.274167,1.274167,1.274218,buy,False,1.27419875,,,,,,,
2024-05-27 15:12:00+10:00,16.67714,16.6779,16.67538,16.6779,16.675121999999998,16.674108,16.674108,16.675121999999998,buy,False,16.67487625,,,,,,,
2024-05-27 15:12:00+10:00,0.90649,0.90651,0.90649,0.90651,0.906613,0.906572,0.906613,0.906572,sell,False,0.906555,,,,,,,
2024-05-27 15:12:00+10:00,7.4605,7.46051,7.4604,7.46042,7.460457,7.460139,7.460139,7.460457,buy,False,7.460335,,,,,,,
2024-05-27 15:12:00+10:00,1.4824,1.4824,1.48238,1.48238,1.482409,1.4823689999999998,1.4823689999999998,1.482409,buy,False,1.48237875,,,,,,,
2024-05-27 15:12:00+10:00,354.069,354.069,354.069,354.069,354.071,354.04540000000003,354.04540000000003,354.071,buy,False,354.060125,,,,,,,
2024-05-27 15:12:00+10:00,10.65494,10.65494,10.65492,10.65493,10.6552,10.654912,10.654912,10.6552,buy,True,10.655091250000002,,,,,,,
2024-05-27 15:12:00+10:00,1.72,1.72007,1.71998,1.71998,1.720043,1.719961,1.719961,1.720043,buy,False,1.72001375,,,,,,,
2024-05-27 15:12:00+10:00,104.01,104.022,104.01,104.022,104.0282,104.0207,104.0207,104.0282,buy,True,104.0205,,,,,,,
2024-05-27 15:11:00+10:00,8.52,8.522,8.52,8.522,8.5204,8.5176,8.5176,8.5204,buy,False,8.521,,,,,,,
2024-05-27 15:12:00+10:00,116.151,116.158,116.15,116.158,116.15630000000002,116.1502,116.1502,116.15630000000002,buy,False,116.152125,,,,,,,
2024-05-27 15:12:00+10:00,23.44104,23.4411,23.4365,23.4365,23.450796000000004,23.442198,23.450796000000004,23.442198,sell,False,23.4393575,,,,,,,
2024-05-27 15:12:00+10:00,156.786,156.787,156.786,156.786,156.7942,156.787,156.7942,156.787,sell,False,156.788875,,,,,,,
2024-05-27 15:12:00+10:00,34.9691,34.9696,34.9691,34.9696,34.971114,34.968125,34.968125,34.971114,buy,False,34.96864375,,,,,,,
2024-05-27 15:12:00+10:00,170.086,170.09,170.086,170.09,170.09519999999998,170.0858,170.0858,170.09519999999998,buy,True,170.08975,,,,,,,
2024-05-27 15:12:00+10:00,0.89546,0.89554,0.89546,0.89554,0.8955950000000001,0.8955459999999998,0.8955950000000001,0.8955459999999998,sell,False,0.89555375,,,,,,,
2024-05-27 15:12:00+10:00,1.7701,1.7701,1.76998,1.77,1.769929,1.7698329999999998,1.7698329999999998,1.769929,buy,False,1.76992,,,,,,,
2024-05-27 15:12:00+10:00,9.95316,9.95364,9.95316,9.95363,9.95342,9.952962,9.952962,9.95342,buy,False,9.95325875,,,,,,,
2024-05-27 15:12:00+10:00,171.476,171.486,171.476,171.484,171.47570000000002,171.4649,171.4649,171.47570000000002,buy,False,171.47449999999998,,,,,,,
2024-05-27 15:12:00+10:00,8.4739,8.47424,8.47388,8.47424,8.474065,8.473878,8.473878,8.474065,buy,False,8.47401375,,,,,,,
2024-05-27 15:12:00+10:00,1.7412,1.74122,1.74116,1.7412,1.741207,1.741141,1.741141,1.741207,buy,False,1.7411712499999998,,,,,,,
2024-05-27 15:07:00+10:00,36.572,36.572,36.571,36.571,36.5675,36.5621,36.5621,36.5675,buy,False,36.56625,,,,,,,
2024-05-27 15:12:00+10:00,1.16506,1.16508,1.165,1.16504,1.165145,1.165082,1.165145,1.165082,sell,False,1.1650812499999998,,,,,,,
2024-05-27 15:12:00+10:00,0.60656,0.6066,0.60654,0.60658,0.606676,0.606625,0.606676,0.606625,sell,False,0.6066112499999999,,,,,,,
2024-05-27 15:12:00+10:00,0.56036,0.56039,0.56035,0.56038,0.560485,0.56044,0.560485,0.56044,sell,False,0.56043375,,,,,,,
2024-05-27 15:12:00+10:00,5.18168,5.18249,5.18167,5.18224,5.182641,5.182258,5.182641,5.182258,sell,False,5.18228375,,,,,,,
2024-05-27 15:12:00+10:00,0.9143,0.9143,0.91429,0.9143,0.914405,0.914366,0.914405,0.914366,sell,False,0.91435375,,,,,,,
2024-05-27 15:12:00+10:00,5.71634,5.71656,5.71634,5.71656,5.716476,5.716316,5.716316,5.716476,buy,False,5.716446250000001,,,,,,,
2024-05-27 15:12:00+10:00,4.2535,4.25365,4.2533,4.2536,4.25357,4.253290000000001,4.253290000000001,4.25357,buy,False,4.25355,,,,,,,
2024-05-27 15:12:00+10:00,20.07203,20.0721,20.07203,20.0721,20.072504,20.071687,20.071687,20.072504,buy,False,20.07192625,,,,,,,
2024-05-27 15:12:00+10:00,384.116,384.138,384.096,384.112,384.1216,384.0716,384.0716,384.1216,buy,False,384.099,,,,,,,
2024-05-27 15:12:00+10:00,4.996,4.99625,4.996,4.99625,4.996174999999999,4.995825,4.995825,4.996174999999999,buy,False,4.99609375,,,,,,,
2024-05-27 15:12:00+10:00,1.34988,1.34988,1.34979,1.34983,1.349899,1.349846,1.349899,1.349846,sell,True,1.34987375,,,,,,,
2024-05-27 15:12:00+10:00,11.5585,11.55983,11.55836,11.55914,11.559129,11.55831,11.55831,11.559129,buy,False,11.5587125,,,,,,,
