instrument,Time,granularity,Open,High,Low,Close,smaHigh,smaLow,sslDown,sslUp,Position,SIGNAL,ATR,atrup,atrdown,SL,TP,baseline
AUD_USD,2024-06-17 07:00:00+10:00,D,0.66078,0.66182,0.65991,0.66036,0.665924,0.66048,0.665924,0.66048,sell,True,0.0052781506156627,0.6656381506156627,0.6550818493843372,0.668277225923494,0.6550818493843372,0.66226875
AUD_USD,2024-06-17 07:00:00+10:00,D,0.66153,0.66214,0.65997,0.66042,0.666011,0.6605409999999999,0.666011,0.6605409999999999,sell,True,0.0052992343294873,0.6657192343294873,0.6551207656705127,0.668368851494231,0.6551207656705127,0.6623399999999999
AUD_USD,2024-06-17 07:00:00+10:00,D,0.66153,0.66214,0.65997,0.66037,0.666011,0.6605409999999999,0.666011,0.6605409999999999,sell,True,0.0052992343294873,0.6656692343294873,0.6550707656705127,0.668318851494231,0.6550707656705127,0.6623337499999999
AUD_USD,2024-06-17 07:00:00+10:00,D,0.66153,0.66214,0.65997,0.66052,0.666011,0.6605409999999999,0.666011,0.6605409999999999,sell,True,0.0052992343294873,0.6658192343294873,0.6552207656705127,0.668468851494231,0.6552207656705127,0.6623524999999999
AUD_USD,2024-06-17 07:00:00+10:00,D,0.66153,0.66214,0.65997,0.66043,0.666011,0.6605409999999999,0.666011,0.6605409999999999,sell,True,0.0052992343294873,0.6657292343294873,0.6551307656705126,0.6683788514942309,0.6551307656705126,0.6623412499999999
AUD_USD,2024-06-17 07:00:00+10:00,D,0.66153,0.66214,0.65997,0.66012,0.666011,0.6605409999999999,0.666011,0.6605409999999999,sell,True,0.0052992343294873,0.6654192343294874,0.6548207656705127,0.668068851494231,0.6548207656705127,0.6623024999999999
AUD_USD,2024-06-17 07:00:00+10:00,D,0.66153,0.66214,0.65921,0.65927,0.666011,0.660465,0.666011,0.660465,sell,True,0.005353520043773,0.664623520043773,0.653916479956227,0.6673002800656596,0.653916479956227,0.6621962499999999
AUD_USD,2024-06-17 07:00:00+10:00,D,0.66153,0.66214,0.65916,0.65928,0.666011,0.6604599999999999,0.666011,0.6604599999999999,sell,True,0.0053570914723444,0.6646370914723444,0.6539229085276556,0.6673156372085167,0.6539229085276556,0.6621974999999999
AUD_USD,2024-06-17 07:00:00+10:00,D,0.66153,0.66214,0.65916,0.65953,0.666011,0.6604599999999999,0.666011,0.6604599999999999,sell,True,0.0053570914723444,0.6648870914723444,0.6541729085276555,0.6675656372085167,0.6541729085276555,0.6622287499999999
AUD_USD,2024-06-17 07:00:00+10:00,D,0.66153,0.66214,0.65916,0.66029,0.666011,0.6604599999999999,0.666011,0.6604599999999999,sell,True,0.0053570914723444,0.6656470914723445,0.6549329085276556,0.6683256372085168,0.6549329085276556,0.6623237499999999
AUD_USD,2024-06-17 07:00:00+10:00,D,0.66153,0.66214,0.65916,0.66017,0.666011,0.6604599999999999,0.666011,0.6604599999999999,sell,True,0.0053570914723444,0.6655270914723445,0.6548129085276556,0.6682056372085168,0.6548129085276556,0.6623087499999999
AUD_USD,2024-06-17 07:00:00+10:00,D,0.66153,0.66214,0.65916,0.66036,0.666011,0.6604599999999999,0.666011,0.6604599999999999,sell,True,0.005357091472344469,0.6657170914723444,0.6550029085276555,0.6683956372085167,0.6550029085276555,0.6623324999999999
