instrument,Time,granularity,Open,High,Low,Close,smaHigh,smaLow,sslDown,sslUp,Position,SIGNAL,ATR,atrup,atrdown,SL,TP,baseline
GBP_NZD,2024-06-17 07:00:00+10:00,D,2.0658,2.07058,2.0658,2.07009,2.076127,2.065967,2.065967,2.076127,buy,True,0.0102058332170962,2.080295833217096,2.059884166782904,2.054781250174356,2.080295833217096,2.0715175
GBP_NZD,2024-06-17 07:00:00+10:00,D,2.06522,2.07024,2.06331,2.06977,2.075679,2.064989,2.064989,2.075679,buy,False,0.0106673006321435,2.0804373006321435,2.0591026993678567,2.053769049051785,2.0804373006321435,2.07110125
GBP_NZD,2024-06-17 07:00:00+10:00,D,2.06522,2.07024,2.06331,2.06979,2.075679,2.064989,2.064989,2.075679,buy,False,0.0106673006321435,2.080457300632143,2.0591226993678564,2.0537890490517845,2.080457300632143,2.07110375
GBP_NZD,2024-06-17 07:00:00+10:00,D,2.06522,2.07075,2.06331,2.07054,2.07573,2.064989,2.064989,2.07573,buy,False,0.0107037292035721,2.081243729203572,2.059836270796428,2.054484406194641,2.081243729203572,2.0711975
GBP_NZD,2024-06-17 07:00:00+10:00,D,2.06522,2.07132,2.06331,2.07073,2.075787,2.064989,2.064989,2.075787,buy,False,0.0107444434892864,2.0814744434892867,2.0599855565107137,2.0546133347660707,2.0814744434892867,2.07122125
GBP_NZD,2024-06-17 07:00:00+10:00,D,2.06522,2.07187,2.06331,2.07152,2.075842,2.064989,2.064989,2.075842,buy,False,0.0107837292035721,2.082303729203572,2.060736270796428,2.0553444061946418,2.082303729203572,2.07132
GBP_NZD,2024-06-17 07:00:00+10:00,D,2.06522,2.07315,2.06331,2.07035,2.07597,2.064989,2.064989,2.07597,buy,False,0.0108751577750006,2.0812251577750005,2.059474842225,2.054037263337499,2.0812251577750005,2.07117375
GBP_NZD,2024-06-17 07:00:00+10:00,D,2.06522,2.07315,2.06331,2.07043,2.07597,2.064989,2.064989,2.07597,buy,False,0.0108751577750006,2.0813051577750006,2.0595548422249994,2.054117263337499,2.0813051577750006,2.07118375
GBP_NZD,2024-06-17 07:00:00+10:00,D,2.06522,2.07315,2.06331,2.0699,2.07597,2.064989,2.064989,2.07597,buy,False,0.0108751577750006,2.0807751577750007,2.0590248422249995,2.053587263337499,2.0807751577750007,2.0711175
GBP_NZD,2024-06-17 07:00:00+10:00,D,2.06522,2.07315,2.06331,2.07026,2.07597,2.0649889999999997,2.0649889999999997,2.07597,buy,False,0.010875157775000699,2.081135157775001,2.0593848422249996,2.0539472633374993,2.081135157775001,2.0711625
