instrument,Time,granularity,Open,High,Low,Close,smaHigh,smaLow,sslDown,sslUp,Position,SIGNAL,ATR,atrup,atrdown,SL,TP,baseline
USD_CHF,2024-06-17 07:00:00+10:00,D,0.89038,0.89098,0.88946,0.89042,0.8961640000000001,0.8908289999999999,0.8961640000000001,0.8908289999999999,sell,False,0.0051953225722202,0.8956153225722202,0.8852246774277798,0.8982129838583303,0.8852246774277798,0.8936075
USD_CHF,2024-06-17 07:00:00+10:00,D,0.88988,0.89125,0.88901,0.89119,0.89612,0.8906240000000001,0.8906240000000001,0.89612,buy,True,0.0053259930730407,0.8965159930730408,0.8858640069269593,0.8832010103904389,0.8965159930730408,0.8936075
USD_CHF,2024-06-17 07:00:00+10:00,D,0.88988,0.89142,0.88901,0.8914,0.8961370000000001,0.8906240000000001,0.8906240000000001,0.8961370000000001,buy,True,0.0053381359301836,0.8967381359301836,0.8860618640698164,0.8833927961047245,0.8967381359301836,0.89363375
USD_CHF,2024-06-17 07:00:00+10:00,D,0.88988,0.89156,0.88901,0.89155,0.896151,0.8906240000000001,0.8906240000000001,0.896151,buy,True,0.0053481359301836,0.8968981359301835,0.8862018640698164,0.8835277961047245,0.8968981359301835,0.8936525000000001
USD_CHF,2024-06-17 07:00:00+10:00,D,0.88988,0.89161,0.88901,0.89125,0.8961560000000001,0.8906240000000001,0.8906240000000001,0.8961560000000001,buy,True,0.005351707358755,0.896601707358755,0.885898292641245,0.8832224389618675,0.896601707358755,0.893615
USD_CHF,2024-06-17 07:00:00+10:00,D,0.88988,0.89186,0.88901,0.89139,0.896181,0.8906240000000001,0.8906240000000001,0.896181,buy,True,0.0053695645016121,0.8967595645016122,0.8860204354983878,0.8833356532475818,0.8967595645016122,0.8936325
USD_CHF,2024-06-17 07:00:00+10:00,D,0.88988,0.89186,0.88901,0.89148,0.896181,0.8906240000000001,0.8906240000000001,0.896181,buy,True,0.0053695645016121,0.8968495645016122,0.8861104354983879,0.8834256532475818,0.8968495645016122,0.8936437500000001
USD_CHF,2024-06-17 07:00:00+10:00,D,0.88988,0.89186,0.88901,0.89155,0.896181,0.8906240000000001,0.8906240000000001,0.896181,buy,True,0.0053695645016121,0.8969195645016121,0.8861804354983878,0.8834956532475817,0.8969195645016121,0.8936525000000001
USD_CHF,2024-06-17 07:00:00+10:00,D,0.88988,0.89186,0.88901,0.89153,0.896181,0.8906240000000001,0.8906240000000001,0.896181,buy,True,0.0053695645016121,0.8968995645016122,0.8861604354983879,0.8834756532475818,0.8968995645016122,0.89365
USD_CHF,2024-06-17 07:00:00+10:00,D,0.88988,0.89186,0.88901,0.89173,0.896181,0.8906240000000001,0.8906240000000001,0.896181,buy,True,0.0053695645016121,0.8970995645016122,0.8863604354983878,0.8836756532475818,0.8970995645016122,0.893675
USD_CHF,2024-06-17 07:00:00+10:00,D,0.88988,0.89189,0.88901,0.89188,0.8961840000000001,0.8906240000000001,0.8906240000000001,0.8961840000000001,buy,True,0.005371707358755,0.897251707358755,0.886508292641245,0.8838224389618674,0.897251707358755,0.8936937500000001
USD_CHF,2024-06-17 07:00:00+10:00,D,0.88988,0.89192,0.88901,0.89177,0.896187,0.8906240000000001,0.8906240000000001,0.896187,buy,True,0.0053738502158979014,0.8971438502158978,0.8863961497841021,0.8837092246761531,0.8971438502158978,0.89368
