instrument,Time,granularity,Open,High,Low,Close,smaHigh,smaLow,sslDown,sslUp,Position,SIGNAL,ATR,atrup,atrdown,SL,TP,baseline,SSL_BUY,SSL_SELL
CHF_JPY,2024-06-17 07:00:00+10:00,D,176.827,176.964,176.614,176.72,175.6987,174.72840000000002,174.72840000000002,175.6987,buy,False,0.9912800360590174,177.711280036059,175.728719963941,175.23307994591147,177.711280036059,175.562125,,
CHF_JPY,2024-07-15 07:00:00+10:00,D,176.941,176.941,176.299,176.373,179.2314,178.0676,179.2314,178.0676,sell,False,1.1047381109596934,177.47773811095968,175.2682618890403,178.03010716643954,175.2682618890403,178.47687499999998,False,False
