instrument,Time,granularity,Open,High,Low,Close,smaHigh,smaLow,sslDown,sslUp,Position,SIGNAL,ATR,atrup,atrdown,SL,TP,baseline
AUD_NZD,2024-06-17 07:00:00+10:00,D,1.07726,1.07854,1.07694,1.07784,1.078566,1.0750439999999999,1.0750439999999999,1.078566,buy,False,0.003546628255056123,1.081386628255056,1.0742933717449439,1.0725200576174156,1.081386628255056,1.076955
