instrument,Time,granularity,Open,High,Low,Close,smaHigh,smaLow,sslDown,sslUp,Position,SIGNAL,ATR,atrup,atrdown,SL,TP,baseline
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61333,0.61408,0.61248,0.61269,0.6182709999999999,0.613547,0.6182709999999999,0.613547,sell,True,0.0046479616706947,0.6173379616706948,0.6080420383293051,0.6196619425060421,0.6080420383293051,0.61497875
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61254,0.61276,0.6183799999999999,0.613616,0.6183799999999999,0.613616,sell,True,0.0046820651039222,0.6174420651039223,0.6080779348960776,0.6197830976558834,0.6080779348960776,0.61505875
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61254,0.61276,0.6183799999999999,0.613616,0.6183799999999999,0.613616,sell,True,0.0046820651039222,0.6174420651039223,0.6080779348960776,0.6197830976558834,0.6080779348960776,0.61505875
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61254,0.61278,0.6183799999999999,0.613616,0.6183799999999999,0.613616,sell,True,0.0046820651039222,0.6174620651039223,0.6080979348960777,0.6198030976558834,0.6080979348960777,0.6150612499999999
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61244,0.61261,0.6183799999999999,0.6136060000000001,0.6183799999999999,0.6136060000000001,sell,True,0.0046892079610651,0.6172992079610651,0.6079207920389349,0.6196438119415977,0.6079207920389349,0.6150399999999999
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.612,0.61212,0.6183799999999999,0.613562,0.6183799999999999,0.613562,sell,True,0.0047206365324937,0.6168406365324937,0.6073993634675063,0.6192009547987406,0.6073993634675063,0.6149787499999999
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61148,0.61169,0.6183799999999999,0.61351,0.6183799999999999,0.61351,sell,True,0.0047577793896365,0.6164477793896365,0.6069322206103634,0.6188266690844548,0.6069322206103634,0.6149249999999999
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61093,0.61211,0.6183799999999999,0.613455,0.6183799999999999,0.613455,sell,True,0.0047970651039222,0.6169070651039223,0.6073129348960777,0.6193055976558834,0.6073129348960777,0.6149775
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61093,0.6116,0.6183799999999999,0.613455,0.6183799999999999,0.613455,sell,True,0.0047970651039222,0.6163970651039223,0.6068029348960777,0.6187955976558834,0.6068029348960777,0.6149137499999999
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61093,0.61155,0.6183799999999999,0.613455,0.6183799999999999,0.613455,sell,True,0.0047970651039222,0.6163470651039223,0.6067529348960777,0.6187455976558834,0.6067529348960777,0.6149074999999999
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61093,0.61193,0.6183799999999999,0.613455,0.6183799999999999,0.613455,sell,True,0.0047970651039222,0.6167270651039223,0.6071329348960777,0.6191255976558834,0.6071329348960777,0.6149549999999999
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61093,0.61224,0.6183799999999999,0.613455,0.6183799999999999,0.613455,sell,True,0.0047970651039222,0.6170370651039223,0.6074429348960777,0.6194355976558834,0.6074429348960777,0.61499375
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61093,0.61225,0.6183799999999999,0.613455,0.6183799999999999,0.613455,sell,True,0.0047970651039222,0.6170470651039223,0.6074529348960777,0.6194455976558834,0.6074529348960777,0.614995
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61093,0.61211,0.6183799999999999,0.613455,0.6183799999999999,0.613455,sell,True,0.0047970651039222,0.6169070651039223,0.6073129348960777,0.6193055976558834,0.6073129348960777,0.6149775
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61093,0.61217,0.6183799999999999,0.613455,0.6183799999999999,0.613455,sell,True,0.0047970651039222,0.6169670651039223,0.6073729348960777,0.6193655976558834,0.6073729348960777,0.6149849999999999
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61093,0.61219,0.6183799999999999,0.613455,0.6183799999999999,0.613455,sell,True,0.0047970651039222,0.6169870651039223,0.6073929348960777,0.6193855976558834,0.6073929348960777,0.6149874999999999
NZD_USD,2024-06-17 07:00:00+10:00,D,0.61433,0.61447,0.61093,0.61221,0.6183799999999999,0.613455,0.6183799999999999,0.613455,sell,True,0.004797065103922279,0.6170070651039223,0.6074129348960777,0.6194055976558834,0.6074129348960777,0.6149899999999999
