Date,S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2023-01-31,173,PLIC,44.79,513.6,533.0,477.3,477.3,495.62,"57,575.00",503.54,"28,535,241.30",443,-26.24,55.7,-5.21,11.67,-3.84,815.00,477.30
2023-02-01,172,PLIC,39.8,485.0,487.0,477.0,477.7,479.63,"13,917.00",477.30,"6,674,984.00",119,0.4,10.0,0.08,2.1,-0.4,815.00,477.00
2023-02-02,172,PLIC,35.2,486.9,490.0,459.0,466.0,468.96,"10,335.00",477.70,"4,846,678.00",95,-11.7,31.0,-2.45,6.75,-0.63,815.00,459.00
2023-02-05,173,PLIC,36.31,466.0,470.0,448.1,448.1,455.42,"20,028.00",466.00,"9,121,175.10",136,-17.9,21.9,-3.84,4.89,-1.63,805.00,448.10
2023-02-06,172,PLIC,44.96,448.0,461.0,441.0,449.0,451.44,"20,845.00",448.10,"9,410,341.60",146,0.9,20.0,0.2,4.54,-0.54,805.00,441.00
2023-02-07,173,PLIC,47.43,450.0,468.0,450.0,468.0,459.22,"22,980.00",449.00,"10,552,852.90",181,19.0,18.0,4.23,4.0,1.88,805.00,441.00
2023-02-08,171,PLIC,57.59,477.3,486.8,468.0,480.0,477.80,"48,666.00",468.00,"23,252,604.10",252,12.0,18.8,2.56,4.02,0.46,805.00,441.00
2023-02-09,172,PLIC,53.8,476.0,504.9,475.0,504.0,487.06,"24,539.00",480.00,"11,952,013.00",197,24.0,29.9,5.0,6.29,3.36,801.00,441.00
2023-02-12,168,PLIC,55.06,494.0,494.0,468.0,475.0,477.04,"55,100.00",504.00,"26,284,819.70",369,-29.0,26.0,-5.75,5.56,-0.43,801.00,441.00
2023-02-14,171,PLIC,44.44,470.0,481.0,465.4,465.4,471.97,"15,362.00",475.00,"7,250,345.00",102,-9.60,15.6,-2.02,3.35,-1.41,801.00,441.00
2023-02-15,170,PLIC,43.07,473.0,474.1,460.0,460.0,463.70,"9,534.00",465.40,"4,420,909.10",76,-5.40,14.10,-1.16,3.07,-0.8,801.00,441.00
2023-02-16,170,PLIC,37.98,452.2,461.0,452.2,453.0,455.66,"8,355.00",460.00,"3,807,075.70",54,-7.00,8.80,-1.52,1.95,-0.59,801.00,441.00
2023-02-20,172,PLIC,36.35,448.0,452.0,439.0,439.1,444.50,"13,463.00",453.00,"5,984,315.60",132,-13.9,13.0,-3.07,2.96,-1.23,801.00,439.00
2023-02-22,182,PLIC,38.57,447.8,454.0,440.3,449.2,448.23,"10,161.00",439.10,"4,554,429.20",72,10.1,13.7,2.3,3.11,0.22,801.00,439.00
2023-02-23,174,PLIC,34.08,447.0,448.0,436.0,436.0,439.05,"8,832.00",449.20,"3,877,690.50",86,-13.2,12.0,-2.94,2.75,-0.7,801.00,436.00
2023-02-26,173,PLIC,36.59,428.0,444.5,420.2,443.7,435.68,"6,821.00",436.00,"2,971,800.60",80,7.7,24.3,1.77,5.78,1.81,801.00,420.20
2023-02-27,171,PLIC,39.69,440.0,461.5,430.3,439.0,439.41,"13,033.00",443.70,"5,726,861.30",90,-4.7,31.20,-1.06,7.25,-0.09,801.00,420.20
2023-02-28,175,PLIC,32.14,442.0,447.7,437.0,440.0,442.24,"1,677.00",439.00,"741,640.20",24,1.0,10.7,0.23,2.45,-0.51,801.00,420.20
2023-03-01,170,PLIC,37.14,433.3,441.0,430.0,431.2,433.81,"5,956.00",440.00,"2,583,761.80",50,-8.80,11.00,-2.0,2.56,-0.6,801.00,420.20
2023-03-02,170,PLIC,31.17,426.0,430.9,423.0,423.0,424.91,"4,703.00",431.20,"1,998,330.80",56,-8.2,7.9,-1.9,1.87,-0.45,801.00,420.20
2023-03-05,171,PLIC,32.19,422.0,425.0,403.7,404.0,409.79,"15,157.00",423.00,"6,211,201.20",95,-19.0,21.3,-4.49,5.28,-1.43,801.00,403.70
2023-03-07,173,PLIC,31.43,412.0,420.0,410.0,414.9,414.06,"7,762.00",404.00,"3,213,937.20",52,10.9,10.0,2.7,2.44,0.2,801.00,403.70
2023-03-09,171,PLIC,34.66,423.1,425.0,417.0,422.0,421.67,"6,216.00",414.90,"2,621,110.40",63,7.1,8.0,1.71,1.92,0.08,801.00,403.70
2023-03-12,172,PLIC,33.75,423.1,426.2,415.0,418.0,422.64,"8,119.00",422.00,"3,431,380.90",58,-4.0,11.2,-0.95,2.7,-1.11,801.00,403.70
2023-03-13,170,PLIC,35.04,411.0,418.0,406.1,407.0,408.73,"5,879.00",418.00,"2,402,897.80",68,-11.0,11.9,-2.63,2.93,-0.42,801.00,403.70
2023-03-14,168,PLIC,40.4,407.0,418.0,406.0,413.0,409.31,"14,339.00",407.00,"5,869,149.10",71,6.0,12.0,1.47,2.96,0.89,801.00,403.70
2023-03-15,167,PLIC,33.62,405.1,411.9,405.1,407.0,408.10,"7,936.00",413.00,"3,238,660.30",56,-6.00,6.8,-1.45,1.68,-0.27,801.00,403.70
2023-03-16,168,PLIC,37.82,400.4,408.0,400.4,401.3,403.77,"7,542.00",407.00,"3,045,216.40",69,-5.7,7.6,-1.4,1.9,-0.61,801.00,400.40
2023-03-19,169,PLIC,36.63,400.0,406.9,400.0,401.0,401.42,"6,760.00",401.30,"2,713,615.90",71,-0.3,6.9,-0.07,1.73,-0.11,801.00,400.00
2023-03-20,170,PLIC,36.0,407.9,409.0,401.4,408.0,406.07,"3,485.00",401.00,"1,415,166.80",51,7.0,7.6,1.75,1.89,0.47,801.00,400.00
2023-03-22,175,PLIC,41.49,407.0,415.9,403.0,410.0,410.25,"8,444.00",408.00,"3,464,132.50",90,2.0,12.9,0.49,3.2,-0.06,801.00,400.00
2023-03-23,173,PLIC,37.14,405.0,410.0,402.0,405.0,403.49,"3,426.00",410.00,"1,382,357.30",44,-5.0,8.0,-1.22,1.99,0.37,801.00,400.00
2023-03-26,173,PLIC,39.14,405.0,405.1,395.5,397.0,398.88,"12,923.00",405.00,"5,154,679.00",99,-8.0,9.6,-1.98,2.43,-0.47,801.00,395.50
