Date,S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2023-03-15,142,NIFRAUR85/,35.87,1000.0,1000.0,1000.0,1000.0,"1,000.00",100.00,0.00,"100,000.00",1,"1,000.00",0.0,0.0,0.0,0.0,"1,000.00","1,000.00"
2024-04-14,185,NIFRAUR85/,38.95,980.0,985.0,980.0,985.0,982.00,50.00,"1,000.00","49,100.00",2,-15.0,5.0,-1.5,0.51,0.3,985.00,980.00
2024-04-15,182,NIFRAUR85/,33.57,965.3,965.3,915.0,915.0,936.78,50.00,985.00,"46,839.00",4,-70.00,50.3,-7.11,5.5,-2.38,985.00,915.00
2024-04-16,179,NIFRAUR85/,36.88,900.0,900.0,880.0,880.0,891.69,100.00,915.00,"89,168.50",5,-35.0,20.0,-3.83,2.27,-1.33,985.00,880.00
2024-04-18,182,NIFRAUR85/,34.96,875.0,875.1,874.0,875.1,874.64,130.00,880.00,"113,703.00",3,-4.9,1.1,-0.56,0.13,0.05,985.00,874.00
2024-04-21,175,NIFRAUR85/,32.1,875.0,875.0,868.0,868.0,871.82,55.00,875.10,"47,950.00",2,-7.1,7.0,-0.81,0.81,-0.44,985.00,868.00
2024-04-22,183,NIFRAUR85/,42.26,869.6,870.6,857.0,870.6,866.08,100.00,868.00,"86,607.50",4,2.6,13.6,0.3,1.59,0.52,985.00,857.00
2024-04-25,173,NIFRAUR85/,38.25,874.2,874.2,874.2,874.2,874.20,25.00,870.60,"21,855.00",1,3.6,0.0,0.41,0.0,0.0,985.00,857.00
2024-05-07,179,NIFRAUR85/,46.63,872.2,872.2,872.2,872.2,872.20,10.00,874.20,"8,722.00",1,-2.00,0.0,-0.23,0.0,0.0,985.00,857.00
2024-05-12,177,NIFRAUR85/,49.46,889.6,889.6,889.6,889.6,889.60,20.00,872.20,"17,792.00",1,17.40,0.0,1.99,0.0,0.0,985.00,857.00
2024-05-13,185,NIFRAUR85/,52.91,880.0,880.0,877.0,877.0,878.19,80.00,889.60,"70,255.50",4,-12.6,3.0,-1.42,0.34,-0.14,985.00,857.00
2024-05-15,180,NIFRAUR85/,47.84,871.1,871.1,871.1,871.1,871.10,30.00,877.00,"26,133.00",1,-5.9,0.0,-0.67,0.0,0.0,985.00,857.00
2024-05-20,182,NIFRAUR85/,61.39,880.1,897.7,880.1,897.7,891.34,70.00,871.10,"62,394.00",3,26.6,17.6,3.05,2.0,0.71,985.00,857.00
2024-05-27,184,NIFRAUR85/,52.55,881.0,881.0,881.0,881.0,881.00,25.00,897.70,"22,025.00",1,-16.7,0.0,-1.86,0.0,0.0,985.00,857.00
2024-06-03,181,NIFRAUR85/,55.98,898.6,898.6,898.6,898.6,898.60,25.00,881.00,"22,465.00",1,17.60,0.00,2.0,0.0,0.0,985.00,857.00
2024-06-04,179,NIFRAUR85/,54.67,885.0,885.0,885.0,885.0,885.00,25.00,898.60,"22,125.00",1,-13.60,0.00,-1.51,0.0,0.0,985.00,857.00
2024-06-06,183,NIFRAUR85/,52.98,881.1,882.1,881.1,882.1,881.43,75.00,885.00,"66,107.50",3,-2.9,1.00,-0.33,0.11,0.08,985.00,857.00
2024-06-09,181,NIFRAUR85/,55.51,899.0,899.0,899.0,899.0,899.00,25.00,882.10,"22,475.00",1,16.9,0.00,1.92,0.0,0.0,985.00,857.00
2024-06-16,185,NIFRAUR85/,50.39,891.0,891.0,891.0,891.0,891.00,25.00,899.00,"22,275.00",1,-8.0,0.0,-0.89,0.0,0.0,985.00,857.00
2024-06-18,183,NIFRAUR85/,61.7,908.0,908.8,908.0,908.8,908.46,65.00,891.00,"59,050.00",3,17.8,0.80,2.0,0.09,0.04,985.00,857.00
2024-06-19,177,NIFRAUR85/,63.4,915.0,917.0,908.0,908.0,914.59,110.00,908.80,"100,605.00",5,-0.8,9.0,-0.09,0.99,-0.73,985.00,857.00
2024-06-23,180,NIFRAUR85/,52.91,908.0,908.0,908.0,908.0,908.00,25.00,908.00,"22,700.00",1,0.0,0.0,0.0,0.0,0.0,985.00,857.00
2024-06-25,181,NIFRAUR85/,45.49,915.0,915.0,915.0,915.0,915.00,25.00,908.00,"22,875.00",1,7.0,0.0,0.77,0.0,0.0,985.00,857.00
2024-06-30,184,NIFRAUR85/,47.1,911.0,911.0,911.0,911.0,911.00,100.00,910.00,"91,100.00",1,1.0,0.00,0.11,0.0,0.0,985.00,857.00
2024-07-03,182,NIFRAUR85/,40.7,910.0,910.0,910.0,910.0,910.00,25.00,911.10,"22,750.00",1,-1.1,0.0,-0.12,0.0,0.0,985.00,857.00
