Date,S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2022-08-04,205,UIC,37.16,429.0,433.8,419.1,420.0,424.57,"15,800.00",426.00,"6,708,140.70",121,-6.0,14.7,-1.41,3.51,-1.09,860.00,325.00
2022-08-05,203,UIC,35.59,412.0,427.0,406.8,409.1,413.32,"13,624.00",420.00,"5,631,084.80",83,-10.9,20.2,-2.6,4.97,-1.03,860.00,325.00
2022-08-07,209,UIC,32.05,417.2,433.0,408.0,412.0,415.26,"10,996.00",409.10,"4,566,211.60",92,2.9,25.0,0.71,6.13,-0.79,860.00,325.00
2022-08-08,204,UIC,40.1,420.2,428.0,402.0,413.0,413.76,"27,763.00",412.00,"11,487,306.90",160,1.00,26.00,0.24,6.47,-0.18,860.00,325.00
2022-08-09,212,UIC,33.36,415.0,415.0,397.0,397.0,404.51,"15,690.00",413.00,"6,346,784.50",91,-16.0,18.0,-3.87,4.53,-1.89,860.00,325.00
2022-08-10,208,UIC,30.54,390.0,405.0,389.1,396.5,396.79,"11,232.00",397.00,"4,456,706.50",68,-0.5,15.90,-0.13,4.09,-0.07,860.00,325.00
2022-08-11,213,UIC,30.62,400.0,420.2,386.0,387.0,393.34,"16,495.00",396.50,"6,488,144.80",87,-9.50,34.20,-2.4,8.86,-1.64,860.00,325.00
2022-08-14,217,UIC,24.44,380.2,395.5,380.0,384.1,382.93,"7,315.00",387.00,"2,801,166.50",53,-2.9,15.5,-0.75,4.08,0.3,860.00,325.00
2022-08-15,205,UIC,35.22,390.0,404.0,390.0,400.0,397.81,"9,222.00",384.10,"3,668,599.90",69,15.9,14.0,4.14,3.59,0.55,860.00,325.00
2022-08-16,211,UIC,33.1,399.0,413.4,390.1,395.0,403.15,"17,311.00",400.00,"6,979,015.70",109,-5.00,23.30,-1.25,5.97,-2.06,860.00,325.00
2022-08-17,209,UIC,30.48,388.0,400.0,388.0,397.0,396.71,"1,889.00",395.00,"749,376.20",29,2.0,12.0,0.51,3.09,0.07,860.00,325.00
2022-08-18,210,UIC,42.09,404.0,405.0,399.1,404.0,402.89,"6,400.00",397.00,"2,578,524.50",50,7.0,5.9,1.76,1.48,0.27,860.00,325.00
2022-08-21,207,UIC,29.73,412.0,412.0,396.0,404.0,401.69,"4,556.00",404.00,"1,830,084.90",34,0.0,16.0,0.0,4.04,0.57,860.00,325.00
2022-08-22,211,UIC,41.46,396.0,405.0,390.2,400.0,400.41,"6,040.00",404.00,"2,418,453.00",42,-4.0,14.8,-0.99,3.79,-0.1,860.00,325.00
2022-08-23,211,UIC,34.37,395.1,398.5,390.0,398.0,392.55,"7,062.00",400.00,"2,772,219.00",45,-2.0,8.5,-0.5,2.18,1.37,860.00,325.00
2022-08-24,212,UIC,23.56,391.6,396.0,390.0,392.0,391.70,"3,006.00",398.00,"1,177,461.00",38,-6.0,6.0,-1.51,1.54,0.08,860.00,325.00
2022-08-25,208,UIC,33.32,395.0,397.0,385.0,388.0,388.27,"5,719.00",392.00,"2,220,513.40",42,-4.0,12.0,-1.02,3.12,-0.07,830.00,325.00
2022-08-26,202,UIC,34.42,380.3,388.0,380.0,386.0,382.20,"6,844.00",388.00,"2,615,795.40",40,-2.0,8.0,-0.52,2.11,0.98,805.00,325.00
