Date,S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2022-09-05,112,NCCBPO,41.0,123.4,123.4,123.4,123.4,133.45,"27,750.00",123.40,"3,703,300.00",12,0.0,0.0,0.0,0.0,-8.15,141.50,119.00
2022-12-15,132,NCCBPO,34.01,119.38,119.38,119.38,119.38,119.10,"1,922,270.00",119.38,"228,942,357.00",3,0.0,0.0,0.0,0.0,0.23,123.40,119.00
