Date,S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2022-08-08,197,SRD80,46.17,940.0,940.0,940.0,940.0,940.00,25.00,930.00,"23,500.00",1,10.00,0.00,1.08,0.0,0.0,"1,055.00",920.00
2022-08-11,205,SRD80,39.65,930.1,930.1,930.1,930.1,930.10,25.00,940.00,"23,252.50",1,-9.90,0.00,-1.05,0.0,0.0,"1,055.00",920.00
2022-08-14,209,SRD80,40.38,930.0,940.0,930.0,940.0,934.44,45.00,930.10,"42,050.00",2,9.9,10.0,1.06,1.08,0.59,"1,055.00",920.00
2022-08-29,203,SRD80,37.82,958.7,958.7,958.7,958.7,958.70,25.00,940.00,"23,967.50",1,18.7,0.0,1.99,0.0,0.0,"1,034.90",920.00
2022-09-01,206,SRD80,25.9,940.0,940.0,940.0,940.0,940.00,25.00,958.70,"23,500.00",1,-18.7,0.0,-1.95,0.0,0.0,"1,034.90",920.00
2022-09-02,200,SRD80,40.78,945.0,945.0,945.0,945.0,945.00,50.00,940.00,"47,250.00",1,5.0,0.0,0.53,0.0,0.0,"1,034.90",920.00
2022-09-04,208,SRD80,40.4,946.0,946.0,945.0,945.0,945.50,50.00,945.00,"47,275.00",2,0.0,1.0,0.0,0.11,-0.05,"1,034.90",920.00
2022-09-05,205,SRD80,34.45,963.8,963.9,963.8,963.9,963.85,50.00,945.00,"48,192.50",2,18.9,0.1,2.0,0.01,0.01,"1,034.90",920.00
2022-09-06,208,SRD80,34.93,947.0,947.0,947.0,947.0,947.00,10.00,963.90,"9,470.00",1,-16.9,0.0,-1.75,0.0,0.0,"1,034.90",920.00
2022-09-12,206,SRD80,35.46,965.9,965.9,965.9,965.9,965.90,15.00,947.00,"14,488.50",1,18.9,0.0,2.0,0.0,0.0,"1,034.90",920.00
2022-09-20,212,SRD80,37.47,950.0,950.0,950.0,950.0,950.00,25.00,965.90,"23,750.00",1,-15.9,0.0,-1.65,0.0,0.0,"1,034.90",920.00
2022-09-22,211,SRD80,26.05,950.0,950.0,950.0,950.0,950.00,50.00,950.00,"47,500.00",2,0.0,0.00,0.0,0.0,0.0,"1,034.90",920.00
2022-09-29,204,SRD80,35.26,950.1,950.1,950.1,950.1,950.10,20.00,950.00,"19,002.00",1,0.1,0.0,0.01,0.0,0.0,"1,034.90",920.00
2022-10-09,205,SRD80,34.05,969.0,969.0,969.0,969.0,969.00,50.00,950.10,"48,450.00",2,18.9,0.0,1.99,0.0,0.0,"1,025.00",920.00
2022-10-19,197,SRD80,43.13,965.0,965.0,965.0,965.0,965.00,200.00,969.00,"193,000.00",1,-4.0,0.0,-0.41,0.0,0.0,"1,025.00",920.00
