Date,S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2022-08-04,26,CLBSL,50.6,957.5,1010.0,957.5,986.0,996.19,"16,035.00",977.00,"15,973,879.00",193,9.0,52.5,0.92,5.48,-1.03,"1,739.00",662.50
2022-08-05,25,CLBSL,45.99,1005.7,1009.8,965.0,999.0,983.13,"8,404.00",986.00,"8,262,249.00",122,13.0,44.8,1.32,4.64,1.59,"1,718.00",662.50
2022-08-07,25,CLBSL,43.15,1015.0,1015.0,967.0,997.0,979.87,"8,049.00",999.00,"7,886,978.30",86,-2.0,48.0,-0.2,4.96,1.72,"1,707.00",662.50
2022-08-08,25,CLBSL,42.35,992.0,999.0,978.0,990.0,986.86,"8,530.00",997.00,"8,417,943.70",89,-7.00,21.00,-0.7,2.15,0.32,"1,707.00",662.50
2022-08-09,25,CLBSL,33.95,1005.0,1005.0,950.0,955.0,962.67,"3,047.00",990.00,"2,933,258.50",62,-35.0,55.0,-3.54,5.79,-0.8,"1,688.00",662.50
2022-08-10,25,CLBSL,31.15,937.0,973.0,921.0,955.0,943.70,"4,276.00",955.00,"4,035,252.00",62,0.0,52.00,0.0,5.65,1.18,"1,670.70",662.50
2022-08-11,27,CLBSL,28.09,936.6,954.0,930.0,935.0,937.65,"3,255.00",955.00,"3,052,036.90",55,-20.00,24.00,-2.09,2.58,-0.28,"1,670.70",662.50
2022-08-14,26,CLBSL,24.16,918.0,934.9,917.1,919.0,920.67,"2,532.00",935.00,"2,331,145.10",38,-16.0,17.8,-1.71,1.94,-0.18,"1,670.70",662.50
2022-08-15,25,CLBSL,34.98,920.0,955.0,916.3,944.0,930.87,"4,288.00",919.00,"3,991,550.00",53,25.0,38.7,2.72,4.22,1.39,"1,670.70",662.50
2022-08-16,26,CLBSL,26.54,950.0,954.0,922.0,924.0,938.29,"2,738.00",944.00,"2,569,051.40",42,-20.00,32.00,-2.12,3.47,-1.55,"1,670.70",662.50
2022-08-17,26,CLBSL,21.15,917.1,929.0,917.1,918.0,921.30,939.00,924.00,"865,099.50",21,-6.0,11.9,-0.65,1.3,-0.36,"1,670.70",662.50
2022-08-18,25,CLBSL,32.84,920.0,942.0,920.0,942.0,932.84,914.00,918.00,"852,614.80",18,24.0,22.0,2.61,2.39,0.97,"1,670.70",662.50
2022-08-21,26,CLBSL,24.13,924.0,934.9,924.0,930.0,931.55,"1,351.00",942.00,"1,258,527.70",26,-12.0,10.9,-1.27,1.18,-0.17,"1,670.70",662.50
2022-08-22,25,CLBSL,31.48,925.0,930.0,913.0,913.0,924.80,"9,986.00",930.00,"9,235,050.90",40,-17.0,17.0,-1.83,1.86,-1.29,"1,670.70",662.50
2022-08-23,25,CLBSL,24.97,922.0,924.5,907.0,907.0,910.25,"2,418.00",913.00,"2,200,972.70",29,-6.0,17.5,-0.66,1.93,-0.36,"1,670.70",662.50
2022-08-24,25,CLBSL,24.14,907.0,915.0,900.0,900.1,903.36,"1,332.00",907.00,"1,203,274.00",34,-6.9,15.0,-0.76,1.67,-0.36,"1,670.70",662.50
