Date,S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2022-12-05,4,AIL,41.08,450.0,450.0,406.0,415.0,418.59,"17,785.00",448.00,"7,444,652.10",257,-33.0,44.0,-7.37,10.84,-0.87,806.00,406.00
2022-12-06,4,AIL,36.35,406.7,412.0,406.7,409.0,408.53,"5,684.00",415.00,"2,322,068.00",85,-6.0,5.3,-1.45,1.3,0.12,806.00,406.00
2022-12-07,5,AIL,28.68,406.5,411.0,405.0,405.0,406.48,"1,360.00",409.00,"552,817.00",58,-4.0,6.0,-0.98,1.48,-0.37,806.00,405.00
2022-12-11,5,AIL,31.96,401.0,401.0,393.0,395.0,397.15,"3,480.00",405.00,"1,382,072.00",56,-10.0,8.0,-2.47,2.04,-0.54,806.00,393.00
2022-12-12,5,AIL,35.27,395.0,398.0,385.0,387.3,388.14,"3,161.00",395.00,"1,226,904.80",60,-7.7,13.0,-1.95,3.38,-0.22,806.00,385.00
2022-12-13,6,AIL,34.41,380.0,397.0,380.0,380.0,383.42,"3,023.00",387.30,"1,159,079.20",97,-7.3,17.0,-1.88,4.47,-0.9,806.00,380.00
2022-12-15,6,AIL,36.29,363.0,365.0,355.0,355.0,357.58,"5,369.00",365.00,"1,919,834.50",72,-10.0,10.0,-2.74,2.82,-0.73,806.00,355.00
2022-12-18,5,AIL,33.73,350.2,353.0,348.0,350.0,350.96,"3,045.00",355.00,"1,068,687.00",76,-5.0,5.0,-1.41,1.44,-0.28,806.00,348.00
2022-12-19,6,AIL,34.12,344.0,360.0,344.0,352.0,351.72,"1,604.00",350.00,"564,159.00",45,2.0,16.0,0.57,4.65,0.08,806.00,344.00
2022-12-20,4,AIL,38.5,359.0,362.0,348.0,352.2,353.30,"2,292.00",352.00,"809,772.00",48,0.2,14.0,0.06,4.02,-0.31,806.00,344.00
2022-12-21,6,AIL,43.87,353.0,360.0,353.0,360.0,354.41,"4,581.00",352.20,"1,623,555.00",56,7.8,7.0,2.21,1.98,1.55,806.00,344.00
2022-12-22,6,AIL,37.02,362.5,362.5,350.1,351.9,352.43,"1,505.00",360.00,"530,414.50",50,-8.1,12.4,-2.25,3.54,-0.15,806.00,344.00
2022-12-26,4,AIL,47.59,358.0,365.0,353.0,365.0,357.64,"7,807.00",351.90,"2,792,090.50",89,13.1,12.0,3.72,3.4,2.02,806.00,344.00
2022-12-27,5,AIL,55.25,370.0,401.5,363.0,401.5,382.47,"12,954.00",365.00,"4,954,469.80",155,36.5,38.50,10.0,10.61,4.74,806.00,344.00
2022-12-28,6,AIL,50.75,405.0,410.0,385.2,385.2,401.15,"10,772.00",401.50,"4,321,187.90",146,-16.3,24.8,-4.06,6.44,-4.14,806.00,344.00
2022-12-29,6,AIL,51.88,378.0,423.7,378.0,423.7,416.75,"17,225.00",385.20,"7,178,522.40",175,38.5,45.7,9.99,12.09,1.64,806.00,344.00
2023-01-01,6,AIL,60.52,432.0,466.0,432.0,466.0,462.65,"25,890.00",423.70,"11,978,015.90",278,42.3,34.00,9.98,7.87,0.72,806.00,344.00
2023-01-02,5,AIL,61.96,475.3,512.6,470.0,512.5,501.96,"26,418.00",466.00,"13,260,758.50",396,46.5,42.6,9.98,9.06,2.06,806.00,344.00
