Date,S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2024-02-04,204,PMLIP,47.82,296.0,296.0,296.0,296.0,296.00,"1,000.00",0.00,"296,000.00",1,296.0,0.0,0.0,0.0,0.0,296.00,296.00
2024-04-09,213,PMLIP,42.89,281.0,281.0,281.0,281.0,281.00,"25,000.00",281.00,"7,025,000.00",1,0.0,0.0,0.0,0.0,0.0,296.00,281.00
2024-04-15,212,PMLIP,41.91,281.0,281.0,281.0,281.0,281.00,"71,370.00",281.00,"20,054,970.00",1,0.00,0.0,0.0,0.0,0.0,296.00,281.00
2024-05-12,206,PMLIP,36.56,275.4,275.4,275.4,275.4,275.40,"21,960.00",281.00,"6,047,784.00",1,-5.60,0.0,-1.99,0.0,0.0,296.00,275.40
2024-06-05,203,PMLIP,43.06,275.4,275.4,275.4,275.4,275.40,"40,000.00",275.40,"11,016,000.00",1,0.00,0.00,0.0,0.0,0.0,296.00,275.40
2024-06-06,214,PMLIP,52.31,275.4,275.4,275.4,275.4,275.40,"60,000.00",275.40,"16,524,000.00",1,0.0,0.00,0.0,0.0,0.0,296.00,275.40
2024-06-23,212,PMLIP,51.45,275.4,275.4,275.4,275.4,275.40,"57,645.00",275.40,"15,875,433.00",3,0.0,0.0,0.0,0.0,0.0,296.00,275.40
2024-07-04,209,PMLIP,58.77,275.4,275.4,275.4,275.4,275.40,"100,000.00",275.40,"27,540,000.00",1,0.0,0.0,0.0,0.0,0.0,296.00,275.40
2024-07-14,206,PMLIP,60.93,275.4,275.4,275.4,275.4,275.40,"37,500.00",275.40,"10,327,500.00",2,0.0,0.00,0.0,0.0,0.0,296.00,275.40
2024-07-29,215,PMLIP,63.73,275.4,275.4,275.4,275.4,275.40,"45,000.00",275.40,"12,393,000.00",1,0.00,0.00,0.0,0.0,0.0,296.00,275.40
