Date,S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
2022-12-01,328,VLUCL,63.11,584.1,632.4,584.1,616.1,614.19,"79,273.00",596.00,"48,688,402.80",996,20.10,48.30,3.37,8.27,0.31,515.83,0.00,644.00,365.30
2022-12-14,328,VLUCL,63.11,584.1,632.4,584.1,616.1,614.19,"79,273.00",596.00,"48,688,402.80",996,20.10,48.30,3.37,8.27,0.31,515.83,0.00,644.00,365.30
2023-01-30,328,VLUCL,63.11,584.1,632.4,584.1,616.1,614.19,"79,273.00",596.00,"48,688,402.80",996,20.10,48.30,3.37,8.27,0.31,515.83,0.00,644.00,365.30
2023-04-07,328,VLUCL,63.11,584.1,632.4,584.1,616.1,614.19,"79,273.00",596.00,"48,688,402.80",996,20.10,48.30,3.37,8.27,0.31,515.83,0.00,644.00,365.30
2023-04-15,328,VLUCL,63.11,584.1,632.4,584.1,616.1,614.19,"79,273.00",596.00,"48,688,402.80",996,20.10,48.30,3.37,8.27,0.31,515.83,0.00,644.00,365.30
2023-04-18,328,VLUCL,63.11,584.1,632.4,584.1,616.1,614.19,"79,273.00",596.00,"48,688,402.80",996,20.10,48.30,3.37,8.27,0.31,515.83,0.00,644.00,365.30
2023-04-27,328,VLUCL,63.11,584.1,632.4,584.1,616.1,614.19,"79,273.00",596.00,"48,688,402.80",996,20.10,48.30,3.37,8.27,0.31,515.83,0.00,644.00,365.30
2023-05-08,328,VLUCL,63.11,584.1,632.4,584.1,616.1,614.19,"79,273.00",596.00,"48,688,402.80",996,20.10,48.30,3.37,8.27,0.31,515.83,0.00,644.00,365.30
2023-05-10,328,VLUCL,63.11,584.1,632.4,584.1,616.1,614.19,"79,273.00",596.00,"48,688,402.80",996,20.10,48.30,3.37,8.27,0.31,515.83,0.00,644.00,365.30
2023-05-23,328,VLUCL,63.11,584.1,632.4,584.1,616.1,614.19,"79,273.00",596.00,"48,688,402.80",996,20.10,48.30,3.37,8.27,0.31,515.83,0.00,644.00,365.30
2023-09-28,328,VLUCL,63.11,584.1,632.4,584.1,616.1,614.19,"79,273.00",596.00,"48,688,402.80",996,20.10,48.30,3.37,8.27,0.31,515.83,0.00,644.00,365.30
2023-12-21,303,VLUCL,53.79,365.3,401.8,365.3,401.8,401.20,"7,730.00",365.30,"3,101,246.90",825,36.50,36.50,9.99,9.99,0.15,,,401.80,365.30
