Date,S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2022-08-04,174,SDLBSL,35.23,1121.1,1140.0,1118.7,1122.0,"1,126.93",926.00,"1,141.50","1,043,536.30",31,-19.5,21.3,-1.71,1.9,-0.44,"1,982.00",910.00
2022-08-05,173,SDLBSL,33.67,1100.1,1120.0,1100.1,1105.0,"1,107.70","1,083.00","1,122.00","1,199,639.20",28,-17.0,19.9,-1.52,1.81,-0.24,"1,982.00",910.00
2022-08-07,178,SDLBSL,30.51,1085.1,1126.0,1085.1,1107.9,"1,105.81",796.00,"1,105.00","880,224.50",50,2.9,40.9,0.26,3.77,0.19,"1,982.00",910.00
2022-08-08,172,SDLBSL,35.0,1100.1,1128.0,1093.0,1093.0,"1,108.62","1,219.00","1,107.90","1,351,402.20",50,-14.90,35.00,-1.34,3.2,-1.43,"1,982.00",910.00
2022-08-09,181,SDLBSL,30.9,1076.0,1085.0,1066.0,1066.0,"1,074.35",752.00,"1,093.00","807,914.50",36,-27.0,19.0,-2.47,1.78,-0.78,"1,982.00",910.00
2022-08-10,177,SDLBSL,32.34,1054.6,1055.0,1030.0,1052.0,"1,042.93","1,255.00","1,066.00","1,308,880.40",45,-14.0,25.00,-1.31,2.43,0.86,"1,982.00",910.00
2022-08-11,180,SDLBSL,29.72,1071.0,1071.0,1033.0,1044.0,"1,037.87","1,060.00","1,052.00","1,100,142.40",37,-8.00,38.00,-0.76,3.68,0.59,"1,982.00",910.00
2022-08-14,183,SDLBSL,23.39,1043.0,1050.0,1030.0,1030.0,"1,043.30",451.00,"1,044.00","470,528.50",19,-14.0,20.0,-1.34,1.94,-1.29,"1,982.00",910.00
2022-08-15,173,SDLBSL,31.3,1050.0,1060.0,1032.0,1060.0,"1,050.21",911.00,"1,030.00","956,741.60",32,30.0,28.0,2.91,2.71,0.92,"1,982.00",910.00
2022-08-16,179,SDLBSL,25.33,1079.9,1097.0,1047.0,1050.0,"1,070.73",332.00,"1,060.00","355,483.90",19,-10.00,50.00,-0.94,4.78,-1.97,"1,982.00",910.00
2022-08-17,176,SDLBSL,36.94,1050.0,1060.0,1042.5,1058.0,"1,047.87",115.00,"1,050.00","120,505.00",8,8.0,17.5,0.76,1.68,0.96,"1,982.00",910.00
2022-08-18,177,SDLBSL,43.21,1059.0,1070.0,1052.0,1055.1,"1,060.23",488.00,"1,058.00","517,393.70",34,-2.9,18.0,-0.27,1.71,-0.49,"1,982.00",910.00
2022-08-21,174,SDLBSL,36.12,1041.0,1068.0,1041.0,1046.7,"1,059.46",868.00,"1,055.10","919,615.60",33,-8.4,27.0,-0.8,2.59,-1.22,"1,982.00",910.00
2022-08-22,177,SDLBSL,40.65,1027.0,1055.0,1027.0,1036.0,"1,039.02","1,067.00","1,046.70","1,108,634.40",40,-10.7,28.0,-1.02,2.73,-0.29,"1,982.00",910.00
2022-08-23,178,SDLBSL,31.51,1016.0,1054.9,1016.0,1032.0,"1,039.25",202.00,"1,036.00","209,928.10",16,-4.0,38.9,-0.39,3.83,-0.7,"1,982.00",910.00
